id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s,year,lyrics 
6UBjSnyP1O5W5ndJoO9vUk,Night Moves,Bob Seger,['Bob Seger'],0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,4,324,1977,"[Verse 1]I was a little too tallCould've used a few poundsTight pants points hardly renownShe was a black haired beauty with big dark eyesAnd points all her own, sitting way up highWay up firm and high[Verse 2]Out past the cornfields where the woods got heavyOut in the back seat of my '60 ChevyWorkin' on mysteries without any clues[Chorus]Workin' on our night movesTrying' to make some front page drive-in newsWorkin' on our night movesIn the summertime (Mmm)In the sweet summertime[Verse 3]We weren't in love, oh no far from itWe weren't searchin’ for some pie in the sky summitWe were just young and restless and boredLiving by the swordAnd we'd steal away every chance we couldTo the backroom, to the alley, or the trusty woodsI used her, she used meBut neither one caredWe were getting our share"
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,['Eagles'],0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,4,286,1977,None
49MHCPzvMLXhRjDantBMVH,Just the Way You Are,Billy Joel,['Billy Joel'],0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,4,291,1977,"[Verse 1]Don't go changin' to try and please meYou never let me down before, mmmAnd don't imagine you're too familiarAnd I don't see you anymore[Chorus]I would not leave you in times of troubleWe never could have come this far, mmm-hmmI took the good times, I'll take the bad timesI take you just the way you are[Verse 2]Don't go tryin' some new fashionDon't change the color of your hair, mmm-hmm-hmmYou always have my unspoken passionAlthough I might not seem to care[Chorus]I don't want clever conversationNever want to work that hard, mmm-hmmI just want someone that I can talk toI want you just the way you are[Bridge]Need to know that you will always beThe same old someone that I knewOh, what will it take till you believe in meThe way that I believe in you?[Chorus]I said, ""I love you,"" that's foreverAnd this, I promise from the heart, mmm-hmm-hmmI couldn't love you any betterI love you just the way you are[Break]Alright"
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,The Emotions,['The Emotions'],0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,4,221,1977,"[Verse 1]Doesn't take much to make me happyAnd make me smile with gleeNever never will I feel discouraged'Cause our love's no mysteryDemonstrating love and affectionThat you give so openly, yeahI like the way you make me feel about you, babyWant the whole wide world to see[Chorus]Whoa whoa, you got the best of my loveWhoa whoa, you got the best of my loveWhoa whoa, you got the best of my loveWhoa whoa, you got the best of my love[Verse 2]Goin' in and out of changesThe kind that come around each dayMy life has a better meaningLove has kissed me in a beautiful way[Pre-Chorus]And oh yea (my love, my love)Oh yea (my love, my love)[Chorus]Oh, you got the best of my loveWhoa whoa, you got the best of my loveWhoa whoa, you got the best of my loveWhoa whoa, you got the best of my love[Verse 3]Demonstrating sweet love and affectionThat you give so openly yeahThe way I feel about you, baby, can't explain itWant the whole wide world to seeOh, but in my heartYou're all I needYou for me and me for you (my love, my love)Oh, it's growin' every day, oh (my love, my love)"
7vidktgNZFQylTgH1GEnMs,Cold as Ice,Foreigner,['Foreigner'],0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,4,200,1977,"[Verse 1]You're as cold as iceYou're willing to sacrifice our loveYou never take adviceSome day, you'll pay the priceI know[Chorus]I've seen it before, it happens all the time (Ooh-ooh)You're closing the door, you leave the world behindYou're digging for gold, you're throwing away (Ah, ah)A fortune in feelings but, some day, you'll pay[Verse 2]You're as cold as iceYou're willing to sacrifice our loveYou want paradiseBut some day, you'll pay the priceI know[Chorus]I've seen it before, it happens all the time (Ooh-ooh)You're closing the door, you leave the world behindYou're digging for gold, you're throwing away (Ah, ah)A fortune in feelings but, some day, you'll pay[Bridge]Cold as iceYou know that you areCold as iceAs cold as ice to meCold as ice[Outro]Ooh, ooh, ooh, cold as, cold as iceYou're as cold as iceYou're as cold as ice, cold as ice, I knowYou're as cold as ice, yes I knowYou're as cold as ice, cold as ice, I knowYou're as cold as ice, oh, yes I knowYou're as cold as ice, cold as ice, I knowYou're as cold as ice, oh, yes I knowYou're as cold as ice, cold as ice"
7kv7zBjMtVf0eIJle2VZxn,Southern Nights,Glen Campbell,['Glen Campbell'],0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,4,180,1977,"[Verse 1]Southern nightsHave you ever felt a Southern night?Free as a breezeNot to mention the treesWhistlin' tunes that you know and love so[Verse 2]Southern nightsJust as good even when closed your eyesI apologizeTo anyone who can truly sayThat he has found a better way[Verse 3]Southern skiesHave you ever noticed Southern skies? (In Southern sky)Its precious beauty lies just beyond the eyeIt goes runnin' through your soulLike the stories told of old[Verse 4]Old manHe and his dog, they walk the old landEvery flower touched his cold handAs he slowly walked byWeepin' willows would cry for joy, joy[Verse 5]Feels so goodFeels so good, it's frighteningWish I couldStop this world from fightingLa-da-da-da-da, la-da-da-da-da-da, da-da-da-da-da-da, da-da-da, da-da-da[Verse 6]MysteryLike this and many others in the treesBlow in the nightIn the Southern skies"
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,['Fleetwood Mac'],0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,4,224,1977,None
58Zt987fK6gWxtO0MwEzPn,Waiting In Vain,Bob Marley & The Wailers,['Bob Marley & The Wailers'],0.772,0.46,8,-11.489,1,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,4,256,1977,None
2JWKzkQbYsNzx019WyGzaH,I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,['Rod Stewart'],0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.193,4,288,1977,None
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,Billy Joel,['Billy Joel'],0.579,0.872,0,-6.126,1,0.159,0.159,0.0,0.0935,0.761,76.214,4,236,1977,"[Verse 1]Come out Virginia, don't let me waitYou Catholic girls start much too lateAw, but sooner or later, it comes down to fateI might as well be the one[Pre-Chorus]Well, they showed you a statue, told you to prayThey built you a temple and locked you awayAw, but they never told you the price that you payFor things that you might have done[Chorus]Well, only the good die youngThat's what I saidOnly the good die youngOnly the good die young[Verse 2]You might-a heard I run with a dangerous crowdWe ain't too pretty, we ain't too proudWe might be laughing a bit too loudAw, but that never hurt no one[Pre-Chorus]So come on Virginia, show me a signSend up a signal, I'll throw you the lineThe stained-glass curtain you're hiding behindNever lets in the sun[Chorus]Darling, only the good die youngOh oh oh oh ohhI tell ya only the good die youngOnly the good die young[Verse 3]You got a nice white dressAnd a party on your confirmationYou got a brand new soulMmm, and a cross of gold"
6Zyz8lsnMFpIrCTuvGurCB,New Kid in Town - 2013 Remaster,Eagles,['Eagles'],0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,4,305,1977,None
0PsbWiVtix5FoTZ1s00mEl,Come Sail Away,Styx,['Styx'],0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,4,367,1977,"[Verse 1]I'm sailing awaySet an open course for the Virgin Sea'Cause I've got to be freeFree to face the life that's ahead of meOn board I'm the captain, so climb aboardWe'll search for tomorrow on every shoreAnd I'll try, oh Lord, I'll try to carry on[Verse 2]I look to the seaReflections in the waves spark my memorySome happy, some sadI think of childhood friends, and the dreams we hadWe lived happily forever, so the story goesBut somehow we missed out on the pot of goldBut we'll try best that we can, to carry on[Pre-Chorus]A gathering of angels appeared above my headThey sang to me this song of hope, and this is what they said[Chorus]They said: Come sail away, come sail away, come sail away with me, ladsCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with me, babeCome sail away, come sail away, come sail away with me[Instrumental Break][Pre-Chorus]I thought that they were angels, but to my surpriseWe climbed aboard their starship, we headed for the skies[Chorus]Singing come sail away, come sail away, come sail with me, ladsCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with meCome sail away, come sail away, come sail away with me"
6KEWtSOGKpIXGw6l1uJgsR,The Things We Do For Love,10cc,['10cc'],0.637,0.528,1,-9.837,1,0.0394,0.163,0.0,0.122,0.781,106.949,4,208,1977,{Intro}[Verse 1]Too many broken hearts have fallen in the riverToo many lonely souls have drifted out to seaYou lay your bets and then you pay the price[Refrain]The things we do for loveThe things we do for love[Verse 2]Communication is the problem to the answerYou've got her numberAnd your hand is on the phoneThe weather's turned and all the lines are down[Refrain]The things we do for loveThe things we do for love[Chorus]Like walking in the rain and the snowWhen there's nowhere to goAnd you're feelin' like a part of you is dyingAnd you're looking for the answer in her eyesYou think you're gonna break upThen she says she wants to make upOoh you made me love youOoh you've got a wayOoh you had me crawling up the wall
4EEjMyQub6tgFVshlM9j1M,Margaritaville,Jimmy Buffett,['Jimmy Buffett'],0.8,0.545,2,-13.637,1,0.0357,0.711,0.00191,0.104,0.861,124.943,4,251,1977,"[Verse 1]Nibblin' on sponge cake, watchin' the sun bakeAll of those tourists covered with oilStrummin' my six-string on my front porch swingSmell those shrimp, they're beginnin' to boil[Chorus 1]Wastin’ away again in MargaritavilleSearchin' for my lost shaker of saltSome people claim that there's a woman to blameBut I know it's nobody's fault[Verse 2]Don't know the reason I stayed here all seasonNothin' to show but this brand new tattooBut it's a real beauty, a Mexican cutieHow it got here I haven't a clue[Chorus 2]Wastin’ away again in MargaritavilleSearchin' for my lost shaker of saltSome people claim that there's a woman to blameNow I think, hell, it could be my fault[Verse 3]I blew out my flip-flop, stepped on a pop topCut my heel, had to cruise on back homeBut there’s booze in the blender and soon it will renderThat frozen concoction that helps me hang on[Chorus 3]Wastin' away again in MargaritavilleSearchin' for my lost shaker of saltSome people claim that there’s a woman to blameBut I know it’s my own damn fault[Outro]Yes, and some people claim that there’s a woman to blameAnd I know it’s my own damn fault"
1mnQiO568zXIrUncttTZGp,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,['Queen'],0.545,0.454,3,-6.706,1,0.0302,0.566,0.0,0.0541,0.393,96.784,4,173,1977,None
2NtqZmfRIDkXJ2YvY2Kv1F,Lido Shuffle,Boz Scaggs,['Boz Scaggs'],0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,4,222,1977,"{Intro}Lido missed the boat that day he left the shackBut that was all he missed and he ain't comin' backA tombstone bar in a jukejoint car, he made a stopJust long enough to grab a handle off the topNext stop Chi town, Lido put the money down and let it rollHe said one more job ought to get itOne last shot 'fore we quit itOne more for the roadLido, whoa-oh-oh-ohHe's for the money, he's for the showLido's waitin' for the goLido, whoa-oh-oh-ohHe said one more job ought to get itOne last shot 'fore we quit itOne more for the roadLido be runnin', havin' great big fun, until he got the noteSayin' toe the line or blow, and that was all she wroteHe be makin' like a beeline, headin' for the borderlineGoin' for brokeSayin' one more hit ought to do itThis joint ain't nothin to itOne more for the roadLido, whoa-oh-oh-ohHe's for the money, he's for the showLido's waitin' for the goLido, whoa-oh-oh-ohOne more job ought to get itOne last shot and we quit itOne more for the road{Bridge}"
2QDnRMFfnes9DUWc6HgixI,We're All Alone,Rita Coolidge,['Rita Coolidge'],0.332,0.429,7,-8.376,1,0.0287,0.356,3.18e-05,0.0619,0.239,128.073,4,221,1977,None
6H7nDglS6xWpRidbhMwI2L,Here You Come Again,Dolly Parton,['Dolly Parton'],0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,4,179,1977,[Verse 1]Here you come againJust when I'd begun to get myself togetherYou waltz right in the doorJust like you've done beforeAnd wrap my heart 'round your little finger[Verse 2]Here you come againJust when I'm about to make it work without youYou look into my eyesAnd lie those pretty liesAnd pretty soon I'm wondering' how I came to doubt you[Chorus]All you got to do is smile that smileAnd there go all my defensesJust leave it up to you and in a little whileYou're messing' up my mind and filling' up my senses[Verse 3]Here you come againLooking' better than a body has a right toAnd shaking' me up so that all I really knowIs here you come againAnd here I go[Instrumental Interlude][Chorus]All you got to do is smile that smileAnd there go all my defensesJust leave it up to you and in a little whileYou're messing' up my mind and filling' up my senses[Verse 4]Here you come againLooking' better than a body has a right toAnd shaking' me up soThat all I really knowIs here you come againAnd here I goHere I goAnd here I goAnd here I goHere you come againAnd here I goHere I goAnd here I goHere I go
21YxK0klhpfLW8budkJaMF,Lust For Life,Iggy Pop,['Iggy Pop'],0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,4,314,1977,"[Verse 1]Here comes Johnny Yen againWith the liquor and drugs and the flesh machineHe's gonna do another stripteaseHey man, where'd you get that lotion?I been hurting since I bought the gimmickAbout something called loveYeah, something called loveWell, that's like hypnotizing chickens[Chorus]Well, I'm just a modern guyOf course I've had it in the ear before'Cause of a lust for life'Cause of a lust for life[Verse 2]I'm worth a million in prizesWith my torture film, drive a GTOWear a uniform all on a government loanI'm worth a million in prizesYeah, I'm through with sleeping on the sidewalkNo more beating my brainsNo more beating my brainsWith the liquor and drugsWith the liquor and drugs[Chorus]Well, I am just a modern guyOf course, I've had it in the ear before'Cause of a lust for life (lust for life)'Cause of a lust for lifeI got a lust for lifeGot a lust for lifeOh a lust for lifeOh a lust for lifeA lust for lifeI got a lust for lifeI got a lust for lifeWell, I am just a modern guyOf course I've had it in the ear before'Cause of a lust for life'Cause of a lust for life'Cause of a lust for life"
71yCMlsD6qbD7NmNUEoVNR,Ca plane pour moi,Plastic Bertrand,['Plastic Bertrand'],0.422,0.943,10,-4.365,1,0.0954,0.074,6.83e-05,0.105,0.845,165.764,4,182,1977,"[Couplet 1]Wham! Bam!Mon chat Splash gît sur mon litA bouffé sa langue en buvant dans mon whiskyQuant à moi, peu dormi, vidé, briméJ'ai dû dormir dans la gouttièreOù j'ai eu un flashOuh-ouh-ouh-ouhEn quatre couleurs[Couplet 2]Allez hop, un matinUne louloute est venue chez moiPoupée de cellophane, cheveux chinoisUn sparadrap, une gueule de boisA bu ma bière dans un grand verre en caoutchoucOuh-ouh-ouh-ouhComme un Indien dans son igloo[Refrain]Ça plane pour moi, ça plane pour moiÇa plane pour moi, moi, moi, moi, moiÇa plane pour moiOuh-ouh-ouh-ouhÇa plane pour moi[Couplet 3]Allez hop, la nana, quel panardQuelle vibrationDe s'envoyer sur le paillassonLimée, ruinée, vidée, comblée""You are the King of the divan""Qu'elle me dit en passantOuh-ouh-ouh-ouhI am the King of the divan[Refrain]Ça plane pour moi, ça plane pour moiÇa plane pour moi, moi, moi, moi, moiÇa plane pour moiOuh-ouh-ouh-ouhÇa plane pour moi[Couplet 4]Allez hopT'occupe, t'inquièteTouche pas ma planèteIt's not todayQuel le ciel me tombera sur la têteEt que la colle me manqueraOuh-ouh-ouh-ouhÇa plane pour moi"
1BqnZOkYJbvYLOhN0qPJDm,Ma Baker,Boney M.,['Boney M.'],0.746,0.76,2,-6.009,0,0.105,0.0342,2.18e-05,0.31,0.902,128.976,4,276,1977,None
3ykSdTGmYPFl8pDBXer1zG,Cocaine,Eric Clapton,['Eric Clapton'],0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,4,222,1977,[Verse 1]If you want to hang outYou've got to take her outCocaineIf you want to get downDown on the groundCocaine[Chorus]She don't lieShe don't lieShe don't lieCocaine[Verse 2]If you got bad newsYou want to kick the bluesCocaineWhen your day is doneAnd you wanna ride onCocaine[Chorus]She don't lieShe don't lieShe don't lieCocaine[Bridge][Verse 3]If your day is goneAnd you want to ride onCocaineDon't forget this factYou can't get it backCocaine[Chorus]She don't lieShe don't lieShe don't lieCocaineShe don't lieShe don't lieShe don't lieCocaine
798cuJeotvXP8UVa8GJPnD,"Knowing Me, Knowing You",ABBA,['ABBA'],0.546,0.733,2,-7.073,1,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,4,242,1977,None
7Jpclr7tZ6aQXjoKzWXUJV,Don't It Make My Brown Eyes Blue,Crystal Gayle,['Crystal Gayle'],0.736,0.321,6,-13.474,1,0.0444,0.799,0.00897,0.0619,0.342,84.928,4,158,1977,None
7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,Queen,['Queen'],0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223,4,179,1977,None
0Vth3l4XAo8hNYmxjzhr2y,On And On,Stephen Bishop,['Stephen Bishop'],0.57,0.462,11,-10.483,1,0.0283,0.74,0.000223,0.104,0.545,102.3,4,182,1977,"[Verse 1]Down in JamaicaThey got lots of pretty womenSteal your moneyThen they break your heartLonesome Sue, she's in love with ol' SamTake him from the fire into the frying pan[Chorus]On and onShe just keeps on tryingAnd she smiles when she feels like cryingOn and on, On and on, On and on[Verse 2]Poor ol' JimmySits alone in the moonlightSaw his woman kiss another manSo he takes a ladderSteals the stars from the skyPuts on Sinatra and starts to cry[Chorus]On and onHe just keeps on tryingAnd he smiles when he feels like cryingOn and on, On and on, On and on[Bridge]When the first time is the last timeIt can make you feel so badBut if you know it, show itHold on tightDon't let her say goodnight[Verse 3]Got the sun on my shouldersAnd my toes in the sandWoman's left me for some other manAw, but I don't careI'll just dream and stay tanToss up my heart and see where it lands"
1vP2JEXRsGrFbwOZ0foOQ5,Sound and Vision - 2017 Remaster,David Bowie,['David Bowie'],0.667,0.804,2,-8.583,1,0.0398,0.0328,0.0544,0.0632,0.759,105.799,4,184,1977,None
5EdlwzcgIAYs2HGvOnczPN,I Just Want To Be Your Everything,Andy Gibb,['Andy Gibb'],0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,4,226,1977,"[Verse 1]For so longYou and me been finding each other for so longAnd the feeling that I feel for youIs more than strong, girlTake it from meIf you give a little more than you're asking forYour love will turn the keyDarling, mineI would wait forever for those lips of wineBuild my world around you, darlingThis love will shine, girlWatch it and seeIf you give a little more than you're asking forYour love will turn the key[Chorus]I, I, I just wanna be your everythingOpen up the Heaven in your heart and let me beThe things you are to meAnd not some puppet on a stringOh, if I, if I stay here without you, darling, I will dieI want you laying in the love I have to bringI'd do anythingTo be your everything[Verse 2]Darling, for so longYou and me been finding each other for so longAnd the feeling that I feel for you is more than strong, girlTake it from meIf you give a little more than you're asking forYour love will turn the key[Chorus]I, I, I just wanna be your everythingOpen up the Heaven in your heart and let me beThe things you are to meAnd not some puppet on a stringOh, I, if I stay here without you, darling, I will dieI want you laying in the love I have to bringI'd do anythingTo be your everything"
00kvKlIvfzQLSi6T2zwXuS,Strawberry Letter 23,The Brothers Johnson,['The Brothers Johnson'],0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,4,299,1977,"[Intro]Ooh, ooh, ooh-ooh oohOoh, ooh, ooh-ooh ooh[Verse 1]Hello, my love, I heard a kiss from youRed magic satin playing near, tooAll through the morning rain I gaze, the sun doesn't shineRainbows and waterfalls run through my mindIn the garden, I see, west purple shower bells and teaOrange birds and river cousins dressed in greenPretty music, I hear, so happy and loudBlue flowers echo from a cherry cloud[Bridge]Feel sunshine sparkle pink and bluePlaygrounds will laughIf you tried to ask, ""Or is it cool?"" (Is it cool?)If you arrive and don't see meI'm gonna be with my babyI'm free, flyin' in her armsOver the sea[Verse 2]Stained window, yellow candy screenSee speakers of kitesWith velvet roses digging freedom flight[Chorus]A present from youStrawberry letter twenty-twoThe music plays, I sit in for a few[Interlude and Guitar Solo][Chorus]A present from youStrawberry letter twenty-twoThe music plays, I sit in for a few"
3SPcBPzvbmWLl8NU5efx4W,Telephone Line,Electric Light Orchestra,['Electric Light Orchestra'],0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,4,280,1977,"[Phone Call Intro][Verse 1]Hello! How are you?Have you been alrightThrough all those lonely, lonely, lonely, lonely, lonely nights?That's what I'd sayI'd tell you everythingIf you'd pick up that telephoneYeah, yeah, yeah[Verse 2]Hey! How you feelin'?Are you still the same?Don't you realize the things we did, we didWere all for real, not a dream?I just can't believeThey've all faded out of viewYeah, yeah, yeah, yeah, ooh[Pre-Chorus]Doo-wop, do-be-do-do-wopDoo-wa-doo-dayBlue days, black nightsDoo-wa-doo-dayI look into the sky(The love you need ain't gonna see you through)And I wonder why(The little things you planned ain't comin' true)[Chorus]Oh, oh, telephone line, give me some timeI'm living in twilightOh, oh, telephone line, give me some timeI'm living in twilight[Verse 3]Ok, so no one's answeringWell, can't you just let it ring a little longer, longer, longer?OhI'll just sit tightThrough shadows of the nightLet it ring forevermoreYeah, yeah, yeah"
49RUdNvwSiUTC8fBh4KKoC,Nobody Does It Better,Marvin Hamlisch,"['Marvin Hamlisch', 'Carly Simon']",0.368,0.403,10,-12.699,1,0.0288,0.703,7.66e-06,0.202,0.338,135.384,4,213,1977,None
6io0LJIP9ntX35hTfaxwQG,Lay Down Sally,Eric Clapton,['Eric Clapton'],0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,4,236,1977,"[Verse 1]There is nothing that is wrongIn wanting you to stay here with meI know you've got somewhere to goBut won't you make yourself at home and stay with me?And don't you ever leave[Chorus]Lay down, Sally, and rest here in my armsDon't you think you want someone to talk to?Lay down, Sally, no need to leave so soonI've been trying all night long just to talk to you[Verse 2]Sun ain't nearly on the riseWe still got the moon and stars aboveUnderneath the velvet skies love is all that mattersWon't you stay with me?Don't you ever leave[Chorus]Lay down, Sally, and rest here in my armsDon't you think you want someone to talk to?Lay down, Sally, no need to leave so soonI've been trying all night long just to talk to you[Verse 3]I long to see the morning lightColoring your face so dreamilySo don't you go and say goodbyeYou can lay your worries down and stay with meDon't you ever leave[Chorus]Lay down, Sally, and rest here in my armsDon't you think you want someone to talk to?Lay down, Sally, there's no need to leave so soonI've been trying all night long just to talk to you"
4dAN7KcWCWx5jV6dpwtfvN,Just a Song Before I Go,"Crosby, Stills & Nash","['Crosby, Stills & Nash']",0.671,0.233,11,-18.003,0,0.0378,0.875,0.00016,0.12,0.486,108.065,4,134,1977,None
2IcqY68BxP1ONPi3ME6aje,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,['Barbra Streisand'],0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,4,185,1977,None
13toFl1UwJPsRxDiD9jgtn,As,Stevie Wonder,['Stevie Wonder'],0.467,0.869,8,-10.342,0,0.0559,0.0589,0.0,0.244,0.684,102.376,4,428,1977,"[Verse 1]As around the sun, the earth knows she's revolvingAnd the rosebuds know to bloom in early MayJust as hate knows love's the cureYou can rest your mind assureThat I'll be loving you alwaysAs now can't reveal the mystery of tomorrowBut in passing, will grow older every dayJust as all is born is newDo know what I say is trueThat I'll be loving you always[Refrain]Until the rainbow burns the stars out in the sky (Always)Until the ocean covers every mountain high (Always)Until the dolphin flies and parrots live at sea (Always)Until we dream of life and life becomes a dream[Verse 2]Did you know that true love asks for nothing?Her acceptance is the way we payDid you know that life has given love a guaranteeTo last through forever and another day?Just as time knew to move on since the beginningAnd the seasons know exactly when to changeJust as kindness knows no shameKnow through all your joy and painThat I'll be loving you alwaysAs today, I know I'm living, but tomorrowCould make me the past, but that, I mustn't fearFor I'll know deep in my mindThe love of me I've left behind'Cause I'll be loving you always[Refrain]Until the day is night and night becomes the day (Always)Until the trees and seas just up and fly away (Always)Until the day that eight times eight times eight is four (Always)Until the day that is the day that are no more (Did you know you're loved by somebody?)Until the day the earth starts turning right to left (Always)Until the earth just for the sun denies itself (I'll be loving you forever)Until dear Mother Nature says her work is through (Always)Until the day that you are me and I am you (Always)Until the rainbow burns the stars out in the sky (Always)Until the ocean covers every mountain high (Always)"
3FeYjbIVqvAhuTcwsE6K3v,The First Cut Is the Deepest,Rod Stewart,['Rod Stewart'],0.546,0.627,0,-9.037,1,0.0244,0.316,0.00114,0.096,0.764,81.278,4,271,1977,"[Verse 1]I would have given you all of my heartBut there's someone who's torn it apartAnd she's taken just all that I hadBut if you want, I'll try to love again[Pre-Chorus]Baby, I'll try to love again but I know[Chorus]The first cut is the deepestBaby, I know, the first cut is the deepestWhen it come to being lucky, she's cursedWhen it come to loving me, she's worst[Verse 2]I still want you by my sideJust to help me dry the tears that I've criedAnd I'm sure gonna give you a tryAnd if you want, I'll try to love again[Pre-Chorus]Baby, I'll try to love again but I know[Chorus]The first cut is the deepestBaby, I know, the first cut is the deepestAnd when it come to being lucky, she's cursedWhen it come to loving me, she's worst[Verse 3]I still want you by my sideJust to help me dry the tears that I've criedBut I'm sure gonna give you a try'Cause if you want, I'll try to love again[Pre-Chorus]Baby, I'll try to love again but I know[Chorus]The first cut is the deepestBaby, I know, the first cut is the deepestWhen it come to being lucky, she's cursedWhen it come to loving me, she's worst"
3Sm5TYFgMXyXwgAcY2xweX,So Into You,Atlanta Rhythm Section,['Atlanta Rhythm Section'],0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.173,4,261,1977,"[Verse]When you walked into the roomThere was voodoo in the vibesI was captured by your styleBut I could not catch your eyesNow I stand here helplesslyHoping you'll get into me[Chorus]I am so into youI can't think of nothing elseI am so into youI can't think of nothing else[Bridge]Thinking how it's going to beWhenever I get you next to meIt's gonna be good, don't you knowFrom your head to your toeGonna love you all over, over and overMe into you, you into me, me into you[Refrain]I am so into youI am so into you, ooh[Verse]When you walked into the roomThere was voodoo in the vibesI was captured by your styleBut I could not catch your eyesNow I stand here helplesslyHoping you'll get into me[Chorus]I am so into youI can't get to nothing elseI am so into you babyI can't get to nothing elseNo no no come on babyI am so into youLove the things you do"
3dFR132gzO8jxD57R2gid3,You Light Up My Life,Debby Boone,['Debby Boone'],0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,3,216,1977,"[Verse 1]So many nightsI'd sit by my windowWaiting for someoneTo sing me his songSo many dreamsI've kept deep inside meAlone in the darkBut now you've come along[Chorus]And youLight up my lifeYou give me hopeTo carry onYou light up my daysAnd fill my nightsWith song[Verse 2]Rolling at seaAdrift on the waterCould it be finallyI'm turning for home?Finally, a chanceTo say, ""Hey, I love you,""Never againTo be all alone[Chorus] x2[Outro]It can't be wrongWhen it feels so right'Cause youYou light up my life"
557cxXIeiwh03kI2F2jKdh,Red Light Spells Danger,Billy Ocean,['Billy Ocean'],0.539,0.806,4,-6.218,1,0.0642,0.592,0.0,0.189,0.529,83.466,4,211,1977,"(Red light spells dangerCan't hold out much longer'Cause red light means warningCan't hold out, I'm burning)No, no, no, no(Red light) You took my heart and turned me on(Spells danger) And now the danger sign is on(Can't hold out) Never thought the day would come(Much longer) When I would feel alone without you('Cause red light) And now I'm like a child again(Means warning) Calling out his mama's name(Can't hold out) You got me on a ball and chain(I'm burning) Doin' things that I don't wanna (Baby, baby)I can't stop running to youI feel love coming through youAnd, girl, with you beside meHold on, heaven guide meRed light, feel the red light (Spells danger)Oh, it's a danger warningCan't hold out, can't hold out (Much longer), no, no, no!(Red light) Feel the red light (Means warning)Oh, it's a danger warningCan't hold out, I can't hold out (I'm burning), no!MmmmYeah, mmm(Red light) Red light (Spells danger), spells dangerCan't hold out, I can't hold out (Much longer), no, baby, baby('Cause red light) Mmm (Means warning), means warning(Can't hold out) And I can't hold out (I'm burning), no, no, no, no, no!"
3GXo1eWlT2flv4x01l5OTu,Disco Inferno - Edit,The Trammps,['The Trammps'],0.761,0.614,10,-11.445,1,0.0354,0.0439,0.0596,0.0531,0.894,129.637,4,216,1977,None
