id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s,year,lyrics 
6ozp716QFraV8OrewK6ln4,The Way You Do The Things You Do,UB40,['UB40'],0.865,0.414,5,-13.256,0,0.168,0.225,0.00159,0.0425,0.937,80.852,4,182,1989,[Verse 1]You got a smile so brightYou know you could've been a candleI'm holding you so tightYou know you could've been a handleThe way you swept me off my feetYou know you could've been a broomAnd baby you smell so sweetYou know you could've been some perfume[Chorus]Well you could've been anything that you wanted toI can tellThe way you do the things you doI like the way you do the things you do[Verse 2]As pretty as you areYou know you could've been a flowerIf good looks were minutesYou know you could have been an hourThe way you stole my heartYou know you could have been a crookAnd baby your so smartYou know you could have been a school book[Chorus]Well you could've been anything that you wanted toI can tellThe way you do the things you doI like the way you do the things you do[Verse 3]You make my life so richYou know you could've been some moneyAnd baby you're so sweetYou know you could have been some honey[Chorus]Well you could've been anything that you wanted toI can tellThe way you do the things you doI like the way you do the things you do
0UUpyDCYzkziXJ1TM4awHM,Blame It on the Rain,Milli Vanilli,['Milli Vanilli'],0.758,0.827,4,-6.151,0,0.0774,0.00326,0.000169,0.0946,0.506,97.515,4,249,1989,"[Verse 1]You said you didn't need herYou told her goodbye (goodbye)You sacrificed a good loveTo satisfy your prideNow you wish that you still had her (had her)And you feel like such a foolYou let her walk awayNow it just don't feel the sameGotta blame it on something(Gotta blame it on something)Gotta blame it on something[Chorus]Blame it on the rain that was falling, fallingBlame it on the stars that didn't shine that nightWhatever you do, don't put the blame on youBlame it on the rain, yeah, yeahYou can blame it on the rain[Verse 2]Should've told her you were sorry (sorry)Coulda said you were wrongBut no, you couldn't do thatYou had to prove you were strongOh, if you hadn't been so blinded (blinded)She might still be there with youYou want her back againBut she just don't feel the sameGotta blame it on something(Gotta blame it on something)Gotta blame it on something[Chorus]Blame it on the rain that was falling, fallingBlame it on the stars that didn't shine that nightWhatever you do, don't put the blame on youBlame it on the rain, yeah, yeah"
16flEBCtUF67V5yO0GxYWn,Hangin' Tough,New Kids On The Block,['New Kids On The Block'],0.763,0.552,6,-11.98,1,0.0449,0.119,0.000695,0.28,0.744,90.775,4,257,1989,None
04GlCBjIl0HPR3TWQpraJ3,This Woman's Work - 2018 Remaster,Kate Bush,['Kate Bush'],0.353,0.148,8,-16.238,1,0.0392,0.902,0.000335,0.067,0.184,128.74,4,216,1989,None
03xPLL0XcHnyuKGsTK5uSK,Baby I Don't Care,Transvision Vamp,['Transvision Vamp'],0.584,0.789,5,-9.027,1,0.0444,0.0174,2.14e-06,0.724,0.547,118.208,4,278,1989,None
2AeelxeYAriGv9fHq1Fjsg,Too Many Broken Hearts,Jason Donovan,['Jason Donovan'],0.652,0.966,9,-6.554,0,0.044,0.104,0.0,0.357,0.921,122.214,4,197,1989,"Last night you talked about leavingI said I can't let you goIt's not just emotional feelingI need you body and soulYou give me one good reason to leave meI'll give you ten good reasons to stayYou're the only one I believe inI'd be hurt, I'd be hurt, if you walk awayToo many broken hearts in the worldThere's too many dreams can be broken in twoToo many broken hearts in the worldSo I won't give up the fight for youThe world is full of lonely peopleWho never held onto loveLast night I tried to reach youBut somehow it wasn't enoughSo I said, can't you wait a bit longerI'll give you all that a lover should giveIt ain't my pride but my love that is strongerI'd be hurt; I'd be hurt, if you walk awayToo many broken hearts in the worldThere's too many dreams can be broken in twoToo many broken hearts in the worldSo I won't give up the fight for youToo many broken hearts in the worldThere's too many dreams can be broken in twoToo many broken hearts in the worldSo I won't give up the fight for youYou give me one good reason to leave meI'll give you ten good reasons to stayYou're the only one I believe inI'd be hurt; I'd be hurt, if you walked awayToo many broken hearts in the worldThere's too many dreams can be broken in twoToo many broken hearts in the worldSo I won't give up the fight for you"
62oGUBJQGPa3emMGMejBhm,How Can I Fall ?,Breathe,['Breathe'],0.499,0.417,9,-13.982,1,0.0286,0.397,0.0,0.0622,0.505,132.195,4,284,1989,None
0lmS0Wofcv7B7uFYssSKta,Forever Your Girl,Paula Abdul,['Paula Abdul'],0.701,0.891,2,-7.873,1,0.0446,0.185,0.0454,0.076,0.747,119.966,4,299,1989,"[Intro]Hey babyYou gotta rememberI'm forever your girlAnd baby, forever and ever and ever(You know I am)[Verse 1]Baby, pick your head up (Head up)Come on and look me in the face'Cause I can tell that somethin' is bringin' you down(Why are you down?)Is it the rumour that another boy wants to take your place?(I hear he's after your heart)Have you been hearin' the stories? They're goin' around(All of my friends are talkin')[Pre-Chorus 1]Baby, just remember I gave you my heartAin't no one gonna tear us apartHe could promise the moon and the stars aboveEven if he promised me the world[Chorus 1]Just remember I'm forever your girlHe could promise the worldYou gotta rememberI'm forever your girl[Verse 2]Honey, listen to me (To me)Your love is all I needYou should know that I don't need nothin' that money can buy(It's no lie)So if a boy were to come alongAnd try to make me leave you(Girl, I'd go out of my mind)There'd be no need to worryI'm tellin' you why(I need to hear that you really love me)[Pre-Chorus 2]Baby, don't you know that I love ya?And I'd never put nobody above yaHe could promise the moon and the stars aboveEven if he promised me the world"
4r5VaK6H1bq0cTGPMTN97Z,Miss You Much,Janet Jackson,['Janet Jackson'],0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,4,252,1989,"[Verse 1]Shot like an arrow going through my heartThat's the pain I feelI feel whenever we're apartNot to say that I'm in love with youBut who's to say that I'm notI just know that it feels wrongWhen I'm away too longIt makes my body hotSo let me tell ya baby[Chorus]I'll tell your mamaI'll tell your friendsI'll tell anyone whose heart can comprehendSend it in a letter babyTell you on the phoneI'm not the kinda girlWho likes to be aloneI miss ya muchBoy-oh-I miss you muchI really miss you muchM-I-S-S you muchI miss ya muchBoy-oh-I miss you muchBaby, I really miss you muchM-I-S-S you much[Verse 2]I'm rushing homeJust as soon as I canI'm rushing home to seeYour smiling faceAnd feel your warm embraceIt makes f-feel so g-g-g goodSo I'll tell you baby"
3szW87j0gVLQmpulz4P8Rf,Express Yourself,Madonna,['Madonna'],0.747,0.866,0,-10.529,1,0.0289,0.356,2.81e-05,0.0915,0.946,115.492,4,279,1989,"[Intro](Hoo!)(Hoo!)Come on, girls!Do you believe in love?'Cause I got something to say about itAnd it goes something like this[Chorus]Don't go for second best, babyPut your love to the testYou know, you know, you've got toMake him express how he feelsAnd maybe then you'll know your love is real[Verse 1]You don't need diamond ringsOr eighteen karat goldFancy cars that go very fastYou know they never last, no noWhat you need is a big strong handTo lift you to your higher groundMake you feel like a queen on a throneMake him love you 'til you can't come down(You'll never come down)[Chorus]Don't go for second best, babyPut your love to the testYou know, you know, you've got toMake him express how he feelsAnd maybe then you'll know your love is real[Verse 2]Long stem roses are the way to your heartBut he needs to start with your headSatin sheets are very romanticWhat happens when you're not in bed?You deserve the best in lifeSo if the time isn't right, then move onSecond best is never enoughYou'll do much better, baby, on your own(Baby, on your own)"
3t4EJY6cTsb6FyP1EQzajK,Baby Don't Forget My Number,Milli Vanilli,['Milli Vanilli'],0.851,0.649,6,-12.877,0,0.0748,0.00543,0.0029,0.156,0.846,100.302,4,250,1989,None
1NUDglpwwjYElxi6siVRka,Love Train,Holly Johnson,['Holly Johnson'],0.611,0.784,0,-11.869,1,0.0331,0.157,0.00035,0.316,0.834,108.915,4,242,1989,"You're a work of art, you're the Trevi FountainYou're a golden heart, you're the highest mountainYou bring me flowers every day of my lifeYou save me from the worry and the strifeTake me in your armsBaby, baby I'm on a winning streakWhen I met you I reached my peakYour perfect view makes me feel brand new, yeahWell, you're just right to keep me up all night, up all nightWorking all the time to make you mine, all mine, yeahRiding the love train, stroke it up, riding the love trainLovin' all the time to keep you feeling fine, yeahRiding the love train, stroke it up, riding the love trainYou make time stand still, your children's laughterLove's overspill, I'll come running afterYou bring the spring right through my doorYou're everything that's worth living forThrill me with your charmsBaby, baby, my knees are weakI need you now, don't play hide and seekNo times long enough, leaving you is toughYou're just right to keep me up all night, up all nightWorking all the time to make you mine, all mine, yeahRiding the love train, stroke it up, riding the love trainLovin' all the time to keep you feeling fine, yeahRiding the love train, stroke it up, riding the love trainKeep the flames burning, let your spirit flyStay on the right track, baby, till the day I dieKeep the coal comingBaby, baby, I'm on a winning streakWhen I met you, I reached my peakYour perfect view makes me feel brand new, yeahAnd you're just right to keep me up all night, up all night"
0dtPOOSazif92ui7RU7XbR,Help!,Bananarama,"['Bananarama', 'Lananeeneenoonoo']",0.44,0.83,0,-8.346,1,0.0903,0.206,5.4e-06,0.442,0.609,186.35,4,179,1989,None
4oNktvBDV8PNZqZh6MgwZ3,Lay Your Hands On Me,Bon Jovi,['Bon Jovi'],0.259,0.912,2,-5.665,1,0.0728,0.0268,1.98e-06,0.241,0.283,99.738,4,359,1989,"[Verse 1]If you're ready, I'm willing and ableHelp me lay my cards out on the tableYou're mine and I'm yours for the takingRight now the rules we made are meant for breakingWhat you get ain't always what you seeBut satisfaction's guaranteedThey say what you give is always what you needSo if you want me to lay my hands on you[Chorus]Lay your hands on meLay your hands on meLay your hands on meLay your hands on meLay your hands on meLay your hands on me[Verse 2]I'm a fighter, I'm a poet, I'm a preacherI've been to school and baby, I've been the teacherIf you show me how to get up off the groundI can show you how to fly and never ever come back downEverything you want is what I needSatisfaction's guaranteedBut the ride don't never ever come for freeIf you want me to lay my hands on you[Chorus]Lay your hands on meLay your hands on meLay your hands on meLay your hands on meLay your hands on meLay your hands on me[Outro]Don't you know I only aim to pleaseIf you want me to lay my hands on youLay your hands on me"
2PYP9kcLqqNfRUXHCheYmn,Sealed with a Kiss,Jason Donovan,['Jason Donovan'],0.532,0.542,4,-7.961,0,0.0247,0.503,0.0,0.173,0.539,95.97,4,153,1989,"Though we've got to sayGoodbye for the summerDarling, I promise you thisI'll send you all my loveEvery day in a letterSealed with a kissYes, it's gonna be aCold, lonely summerBut I'll fill the emptinessI'll send you all my dreamsEvery day in a letterSealed with a kissI'll see you in the sunlightI'll hear your voice everywhereI'll run to tenderly hold youBut darling you won't be thereI don't wanna sayGoodbye for the summerKnowing the love we'll missOh, let us make a pledgeTo meet in SeptemberAnd seal it with a kissYes, it's gonna be aCold, lonely summerBut I'll fill the emptinessI'll send you all my loveEvery day in a letterSealed with a kissSealed with a kissSealed with kiss"
5tmkX2fJ7KUAnMz3W1ibEr,Manchild,Neneh Cherry,['Neneh Cherry'],0.695,0.601,6,-12.003,1,0.155,0.174,0.0,0.11,0.866,169.516,4,232,1989,"OK, you're on your own, it's lateYour girlfriend is on another dateWith the hero in your dreamTurn around, ask yourselfSo you think you're gonna win this time, manchild?Is it the pain of the drinking or the Sunday sinking feeling?The car never seems to workWhen it's late your girlfriend's on a dateAnd the hero with her in your dream in your sleep seemed like youTurn around, ask yourselfTurn around, ask yourselfManchild, will you ever win?Manchild, look at the state you're inCould you go undercover and sell your brand new lover?(Could you) be someone else for a night?Maybe someone else will love youYou'd sell your soul for a tacky song like the ones you hear on the radioTurn around, ask yourselfTurn around and ask yourselfManchild, will you ever win?Manchild, look at the state you're inManchild, he will make you cryManchild, manchild, manchildFrom Monday down to FridayYou're working on another man's carOr is it in the factory?It doesn't matter where you areJust turn around and ask yourself, is this communication?Accentuate the positive to give some illustrationSee, manchild, you're no one, I'll turn the microphone onControl communication when I'm kicking it and so onTo the point where I need the air that I breatheInto an audience that's waiting and ecstatic to receiveFor the meantime another mean rhyme, I keep on saying itI know what the time is and the crowd will keep on playing itThrough the speaker boxes. Loud's my diagnosis'Cause I believe in miracles and words in steady dosesEnough R-E-S-P-E and C-TRespect yourself, express, no stress, the mike is easyJust believe that all you need is the air that you breathe(Turn around and ask yourself)"
6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,['Roxette'],0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4,259,1990,None
1SKApv6ZfJ9bkUxeRObJEF,Freedom! '90,George Michael,['George Michael'],0.675,0.873,5,-7.697,1,0.0441,0.0998,1.48e-05,0.0541,0.817,91.77,4,388,1990,None
5GHY1DFWKz3Prg2V0Iodqo,Nothing Compares 2 U,Sinéad O'Connor,"[""Sinéad O'Connor""]",0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,4,280,1990,None
3e7yziCpnpx2ujgvXqSLzp,Kingston Town,UB40,['UB40'],0.956,0.254,8,-13.264,1,0.0551,0.156,0.0362,0.0362,0.8,102.071,4,228,1990,"[Verse 1]The night seems to fadeBut the moonlight lingers onThere are wonders for everyoneThe stars shine so brightBut they're fading after dawnThere is magic in Kingston Town[Bridge]Oh, Kingston TownThe place I long to beIf I had the whole worldI would give it awayJust to see the girls at play[Verse 2]And when I am kingSurely I would need a queenAnd a palace and everything, yeahAnd now I am kingAnd my queen will come at dawnShe'll be waiting in Kingston Town[Interlude][Bridge]Oh, Kingston TownThe place I long to beIf I had the whole worldI would give it awayJust to see the girls at play[Verse 2: Repeat]When I am kingSurely I would need a queenAnd a palace and everything, yeahAnd now I am kingAnd my queen will come at dawnShe'll be waiting in Kingston TownShe'll be waiting in Kingston TownShe'll be waiting in Kingston Town (Oh, yeah)She'll be waiting in Kingston Town (Oh, oh)She'll be waiting"
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,['AC/DC'],0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,293,1990,None
7w5AOd6HrDIHewHfpABEss,Wicked Game,Chris Isaak,['Chris Isaak'],0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,4,289,1990,"[Verse 1]The world was on fire and no one could save me but youIt's strange what desire will make foolish people doI never dreamed that I'd meet somebody like youAnd I never dreamed that I'd lose somebody like you[Chorus]No, I don't wanna fall in love(This world is only gonna break your heart)No, I don't wanna fall in love(This world is only gonna break your heart)With you, with you (With you)(This world is only gonna break your heart)[Verse 2]What a wicked game we play, to make me feel this wayWhat a wicked thing to do, to let me dream of youWhat a wicked thing to say, you never felt this wayWhat a wicked thing to do, to make me dream of you[Chorus]And I wanna fall in love(This world is only gonna break your heart)No, I wanna fall in love(This world is only gonna break your heart)With you[Guitar Solo][Verse 3]The world was on fire and no one could save me but youIt's strange what desire will make foolish people doI never dreamed that I'd love somebody like youAnd I never dreamed that I'd lose somebody like you[Chorus]No, I wanna fall in love(This world is only gonna break your heart)No, I wanna fall in love(This world is only gonna break your heart)With you (With you)(This world is only gonna break your heart)With you (With you)(This world is only gonna break your heart)No, I... (This world is only gonna break your heart)(This world is only gonna break your heart)"
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,['MC Hammer'],0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4,257,1990,None
0e3yhVeNaTfKIWQRw9U9sY,Sacrifice,Elton John,['Elton John'],0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,4,304,1990,"[Verse 1]It's a human signWhen things go wrongWhen the scent of her lingersAnd temptation's strongInto the boundaryOf each married manSweet deceit comes callin'And negativity lands[Pre-Chorus]Cold, cold heartHardened by youSome things lookin' better, babyJust passin' through[Chorus]And it's no sacrificeJust a simple wordIt's two hearts livin'In two separate worldsBut it's no sacrificeNo sacrificeIt's no sacrifice at all[Verse 2]Mutual misunderstandin'After the factSensitivity builds a prisonIn the final actWe lose directionNo stone unturnedNo tears to damn youWhen jealousy burns[Pre-Chorus]Cold, cold heartHardened by youSome things lookin' better, babyJust passin' through[Chorus]And it's no sacrificeJust a simple wordIt's two hearts livin'In two separate worldsBut it's no sacrificeNo sacrificeIt's no sacrifice at all"
05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,['The Black Crowes'],0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,188,1990,"[Intro]Yeah, make some noise[Verse 1]Baby, here I am, a man on the sceneI give you what you want, got you comin' home with meGot all my love, little more in storeGet through throwin' it on you, you got to come back for more[Chorus]Boys and things that come by the dozen, did you know?That ain't nothin' but drugstore lovin'Pretty little thing, let me light your candle'Cause, mama, I'm sure hard to handle now, yes, sir, I am[Verse 2]Action speaks louder than words, man of experienceGot you another man, I can love you better than himMan, don't be afraid, prove every word I sayAdvertising love for free, place your ad with me[Chorus]Boys like dimes around by the dozen, ten cent lovin'Pretty little thing, let me light your candle'Cause, mama, I'm sure hard to handle now, yes, sir, I amYeah, gotta get it hard[Verse 3]Baby, I am, on the sceneGive you, give you, give you what you want, babyCome on home with meGot all my love, little more in storeThrowin' shit on you, back for more[Chorus]Boys like dimes around by the dozen, drugstore lovePretty little thing, let me light your candle'Cause, mama, I'm sure hard to handle now, yes, sir, I amYeah, got to get hardJeffrey Cease"
1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,['Alannah Myles'],0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,4,287,1990,"[Verse 1]Mississippi in the middle of a dry spellJimmy Rogers on the Victrola up highMama's dancin' with baby on her shoulderThe sun is settin' like molasses in the sky[Pre-Chorus]The boy could singKnew how to move, everythingAlways wanting moreHe'd leave you longing for[Chorus]Black velvetAnd that little boy's smileBlack velvetWith that slow southern styleA new religion that'll bring ya to your kneesBlack velvet if you please[Verse 2]Up in MemphisThe music's like a heatwaveWhite lightningBound to drive you wildMama's baby's in the heart of every schoolgirl""Love Me Tender"" leaves 'em cryin' in the aisle[Pre-Chorus]The way he movedIt was a sinSo sweet and trueAlways wanting moreHe'd leave you longing for[Chorus]Black velvetAnd that little boy's smileBlack velvetWith that slow southern styleA new religion that'll bring ya to your kneesBlack velvet if you please"
4VZDv8sASBS8UruUBGTFdk,Hold On,Wilson Phillips,['Wilson Phillips'],0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,4,267,1990,"[Verse 1]I know this pain (I know this pain)Why do you lock yourself up in these chains? (These chains)No one can change your life except for youDon't ever let anyone step all over youJust open your heart and your mindIs it really fair to feel this way inside?Oh[Chorus]Someday, somebody's gonna make you wannaTurn around and say goodbyeUntil then, baby, are you gonna let themHold you down and make you cry?Don't you know?Don't you know things can change?Things'll go your wayIf you hold on for one more dayCan you hold on for one more day?Things'll go your wayHold on for one more day[Verse 2]You could sustain (Sustain)Or are you comfortable with the pain?You've got no one to blame for your unhappiness (No, baby)You got yourself into your own mess (Oh)Lettin' your worries pass you by (Lettin' your worries pass you by)Don't you think it's worth your timeTo change your mind?Ooh, no[Chorus]Someday, somebody's gonna make you wannaTurn around and say goodbyeUntil then, baby, are you gonna let themHold you down and make you cry?Don't you know?Don't you know things can change?Things'll go your wayIf you hold on for one more dayCan you hold on for one more day?Things'll go your way (Things'll go your way)Hold on for one more day[Bridge]I know that there is painBut you hold on for one more day andBreak free from the chainsYeah, I know that there is painBut you hold on for one more day and youBreak free, break from the chains"
4wEbikMfcSFAukCbbL06si,No Vaseline,Ice Cube,['Ice Cube'],0.575,0.927,4,-5.511,0,0.395,0.0383,0.0,0.0623,0.473,105.567,4,314,1990,"[Produced by Sir Jinx][Intro]DamnForgot to do somethin', let me see, uhOh, yeah— it ain't over, motherfuckersThe motherfuckin' saga continuesY'all motherfuckers ready for N.W.A? Well, get the fuck upA bitch is a bitch, so if you're poor—It was once said by a man who couldn't quit, dope—Ice Cube writes the rhymes that I sayBut now, since he stepped the fuck offHere's what they think about youThat punk Ice Cube—Here's what they think about youCube was suckin' so much New York dickHere's what they think about youReal niggas? Them niggas Dre and Yella used to wear lipstick and laceHere's what they think about youWhy y'all let his punk ass in the groupHere's what they think about youWhen they was in London, they wasn't no good without fuckin' Ice CubeHere's what they think about youWhen I bought the tape, all I know is I wanted my motherfuckin' money backHere's what they think about youI smell—Here's what they think about youN.W.A. ain't shit without Ice CubeHere's what they think about youHere's what they think about youCube was suckin' so much New York dickHere's what they think about youReal niggas? Them niggas Dre and Yella used to wear lipstick and laceHere's what they think about youThat punk Ice Cube—Here's what they think about youWhy y'all let his punk ass in the groupHere's what they think about youI smell—When I bought the tape, all I know is I wanted my motherfuckin' money backHere's what they think about youN.W.A. ain't shit without Ice CubeFuck all y'all[Verse 1]Goddamn, I'm glad y'all set it offUsed to be hard, now you're just wet and softFirst you was down with the AKAnd now I see you on a video with Michel'leLooking like straight bozosI saw it coming, that's why I went soloAnd kept on stompin'While y'all motherfuckers moved straight outta ComptonLiving with the whitesOne big house and not another nigga in sightI started off with too much cargoDropped four niggas, now I'm making all the doughWhite man just rulingThe Niggas With Attitudes? Who you foolin'?Y'all niggas just phonyI put that on my mama and my dead homiesYella Boy's on your team, so you're losingAyy, yo, Dre, stick to producingCalling me Arnold, but you been a dickEazy-E saw your ass and went in it quickYou got jealous when I got my own companyBut I'm a man and ain't nobody humping meTrying to sound like Amerikkka's MostYou could yell all day, but you don't come close'Cause you know I'm the one that flowYou done run a hundred miles, but you still got one to goWith the L-E-N-C-H M-O-BAnd y'all disgrace the C-P-T'Cause you're getting fucked out your greenBy a white boy, with no Vaseline"
2He3NOyqtLNE3RQPpeDdSb,Groove Is in the Heart,Deee-Lite,['Deee-Lite'],0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,4,232,1990,"[Sampled Intro](We're going to dance)(We're going to dance)(We're going to dance and have some fun)[Intro: (Bootsy Collins)](Dig!)[Verse 1: Lady Miss Kier, (Bootsy Collins), ((Q-Tip))]The chills that you spill up my back keep me filledWith satisfaction when we're doneSatisfaction of what's to comeI couldn't ask for anotherNo, I couldn't ask for another (You know that's right)Your groove I do deeply digNo walls, only the bridgeMy supper dish, my succotash wish (Sing it, baby)I couldn't ask for another (Uh huh, uh huh)No, I couldn't ask for another[Chorus: Lady Miss Kier, (Bootsy Collins)]Groove is in the heartGroove is in the heartGroove is in the heart (Astronomical)Groove is in the heart(Hit me!)[Break: (Bootsy Collins)](Watch out!)[Verse 2: Lady Miss Kier]The depth of hula grooveMoves us to the nth hoopWe're gonna groove to Horton Hears a Who-whoI couldn't ask for anotherNo, I couldn't ask for anotherDJ Soul was on a rollI've been told he can't be soldHe's not vicious or maliciousJust de-lovely and deliciousI couldn't ask for another[Verse 3: Q-Tip, Bootsy Collins]Some looks in this torso (Uh, yeah)Hot, got a deal, you wanna know (wanna know)Delightful, truly delightful (lightful)Makin' it, doin' it, 'specially at a show (show)Feelin' kinda high like a Hendrix haze (haze)Music makes motion, moves like a maze (maze)All inside of me, heart especially (side, yeah)Hilt of the rhythm, where I wanna be (c'mon)Flowin', glowin' with electric eyes (eyes)You dip to the dive, baby yo, realize (yeah)Baby, you see the funky side of meBaby, you'll see that rhythm is the key (yeah)Get, get, wit' it, wit' it, can't think, quit it, quit itStomp on the stoop when I hear a funk loop (bloop)Playin' Pied Piper, follow what's trueBaby, just sing about the groove!(Sing it!)"
0DnGfA1r8pAssJCuq4ojla,Still Got The Blues,Gary Moore,['Gary Moore'],0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,3,371,1990,"[Verse 1]Used to be so easyTo give my heart awayBut I found out the hard wayThere's a price you have to payI found out that loveWas no friend of mineI should have knownTime after time[Chorus]So long, it was so long agoBut I've still got the blues for you[Verse 2]Used to be so easyTo fall in love againBut I found out the hard wayIt's a road that leads to painI found out that loveWas more than just a gamePlaying to winBut you lose just the same[Chorus]So long, it was so long agoBut I've still got the blues for you[Bridge]So many years since I've seen your faceBut here in my heart there's an empty spaceWhere you used to be[Chorus]So long, it was so long agoBut I've still got the blues for you[Outro]Though the days come and goThere is one thing I knowI've still got the blues for you"
1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,['Jon Bon Jovi'],0.55,0.618,7,-9.822,1,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,4,335,1990,None
4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,['Faith No More'],0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4,294,1990,"[Verse 1]Can you feel it, see it, hear it today?If you can't, then it doesn't matter anywayYou will never understand it, 'cause it happens too fastAnd it feels so good, it's like walking on glassIt's so cool, it's so hip, it's alrightIt's so groovy, it's outta sightYou can touch it, smell it, taste it, so sweetBut it makes no difference 'cause it knocks you off your feet[Chorus]You want it all, but you can't have it (Yeah, yeah, yeah)[Verse 2]It's cryin', bleedin', lyin' on the floorSo you lay down on it and you do it some moreYou've got to share it, so you dare itThen you bare it and you tear it[Chorus]You want it all, but you can't have it (Yeah, yeah, yeah)It's in your face, but you can't grab it (Yeah, yeah, yeah)[Verse 3]It's alive, afraid, a lie, a sinIt's magic, it's tragic, it's a loss, it's a winIt's dark, it's moist, it's a bitter painIt's sad, it happened, and it's a shame[Chorus]You want it all, but you can't have it (Yeah, yeah, yeah)It's in your face, but you can't grab it (Yeah, yeah, yeah)[Bridge]What is it? It's itWhat is it? It's itWhat is it? It's itWhat is it? It's it"
7eheoW4hxrH51ww2QePVwF,Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,['C & C Music Factory'],0.557,0.798,6,-7.405,1,0.0935,0.000851,0.675,0.183,0.794,112.187,4,244,1990,None
5YjKdeES9QRJ8NmF4Xc8pV,All I Wanna Do Is Make Love To You,Heart,['Heart'],0.626,0.746,7,-8.832,1,0.0282,0.16,0.0,0.0618,0.8,102.896,4,311,1990,"It was a rainy nightWhen he came into sightStanding by the roadWith no umbrella, no coatSo I pulled up along sideAnd I offered him a rideHe accepted with a smileSo we drove for a whileI didn't ask him his nameThis lonely boy in the rainFate, tell me it's rightIs this love at first sight?Please don't make it wrongJust stay for a nightAll I wanna do is make love to youSay you will, you want me tooAll I wanna do is make love to youI got loving arms to hold ontoSo we found this hotelIt was a place I knew wellWe made magic that nightOh, he did everything rightHe brought the woman out of meSo many times, easilyAnd in the morning, when he wokeAll I left him was a noteI told him I am the flowerYou are the seedWe walked in the gardenWe planted a treeDon't try to find mePlease don't you dareJust live in my memoryYou'll always be thereAll I wanna do is make love to youOne night of love was all we knewAll I wanna do is make love to youI got loving arms to hold onto"
5NK8jad728pj6YeqM5VJD4,She Talks To Angels,The Black Crowes,['The Black Crowes'],0.584,0.521,4,-5.782,1,0.0295,0.06,7.56e-05,0.22,0.317,160.058,4,329,1990,"[Verse 1]She never mentions the word ""addiction""In certain companyAnd, yes, she'll tell you she's an orphanAfter you meet her family, yeah, alrightOh-oh, oh-oh[Verse 2]Well, she paints her eyes as black as the nightAnd she pulls, she pulls those shades back down tightWoah, there's a smile when the pain comeAnd it comesThe pain gonna make it alrightThat's right[Chorus]Says she talks to the angelsShe said that they call her out by her nameOh, yeah, oh, yeahSaid that they call her out by her name[Verse 3]Well, she keeps a lock of hair in her pocketShe wears a cross around her neckNo, the hair is from a little boy, little boyThe cross from someone she has not metNot yetNo, no, no, no[Chorus]She talks to the angelsSaid that they call her out by her nameYeah, she talks to the angelsThey call her out by her name[Bridge]She don't know no loverNone that I ever seen, Lord only knowsOh, that don't mean nothin'To me, it meansIt means everything"
5u5F7qLDvZjBSktaDp4HxB,Moneytalks,AC/DC,['AC/DC'],0.649,0.903,7,-3.677,1,0.0318,0.000841,0.000351,0.122,0.412,121.841,4,226,1990,None
50PeqUz1BjMw9ayNTk5O4d,I've Been Thinking About You,Londonbeat,['Londonbeat'],0.678,0.659,11,-12.695,0,0.0396,0.0236,0.00192,0.0744,0.899,113.542,4,230,1990,None
4F2t297QK40XFcIHqkmLHs,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,['Phil Collins'],0.51,0.667,8,-4.715,1,0.0294,0.292,0.00683,0.313,0.356,125.887,4,328,1990,None
