,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,4N0TP4Rmj6QQezWV88ARNJ,Superstition,Stevie Wonder,['Stevie Wonder'],0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,4,266
1,3ZE3wv8V3w2T2f7nOCjV0N,Life on Mars? - 2015 Remaster,David Bowie,['David Bowie'],0.445,0.384,10,-14.642,1,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,4,236
2,5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,['Deep Purple'],0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,4,342
3,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,['The Doobie Brothers'],0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4,207
4,6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,['Elton John'],0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4,235
5,39l1UORIhuHvUWfxG53tRZ,Let's Get It On,Marvin Gaye,['Marvin Gaye'],0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,4,291
6,1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,['The Rolling Stones'],0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,4,272
7,3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,['Stealers Wheel'],0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4,209
8,70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Billy Joel,['Billy Joel'],0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,339
9,1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,['Steve Miller Band'],0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,265
10,4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,Elton John,['Elton John'],0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4,193
11,0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,['King Harvest'],0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,4,181
12,0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,['Pink Floyd'],0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,1,383
13,1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,Steely Dan,['Steely Dan'],0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,4,277
14,3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly With His Song,Roberta Flack,['Roberta Flack'],0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,4,287
15,7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips,['Gladys Knight & The Pips'],0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,279
16,28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,"[""The O'Jays""]",0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,4,178
17,0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,Stevie Wonder,['Stevie Wonder'],0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,4,178
18,4fUU9WKxEgJXyrZJsUA2iP,Can't You See,The Marshall Tucker Band,['The Marshall Tucker Band'],0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,4,365
19,2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster,Eagles,['Eagles'],0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,4,214
20,12yHvSYFXI7PGzNecUvIDu,Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,['Elton John'],0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,4,295
