,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,3Mmt6Xk0H6VR92PEp6x3hP,To Be With You - 2010 Remastered Version,Mr. Big,['Mr. Big'],0.688,0.375,4,-9.601,1,0.0535,0.286,0.0,0.133,0.45,83.635,4,210
1,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,['Red Hot Chili Peppers'],0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,264
2,3l3xTXsUXeWlkPqzMs7mPD,End Of The Road,Boyz II Men,['Boyz II Men'],0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3,351
3,1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,SNAP!,['SNAP!'],0.757,0.651,9,-14.916,0,0.0333,0.214,0.261,0.0902,0.861,124.368,4,332
4,3G69vJMWsX6ZohTykad2AU,One,U2,['U2'],0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,4,276
5,4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,Whitney Houston,['Whitney Houston'],0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4,271
6,3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,"[""Guns N' Roses""]",0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4,536
7,6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,['Blind Melon'],0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,217
8,51TG9W3y9qyO8BY5RXKgnZ,Symphony Of Destruction,Megadeth,['Megadeth'],0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,247
9,7L93GESzq43UkKUt5FsOCq,Jump Around - 30 Years Remaster,House Of Pain,['House Of Pain'],0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,4,219
10,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle,['Inner Circle'],0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,4,227
11,4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson,['Michael Jackson'],0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,4,239
12,6tXnRSvuNgOq4QcxpIN54r,Weather With You,Crowded House,['Crowded House'],0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,4,224
13,1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,Sir Mix-A-Lot,['Sir Mix-A-Lot'],0.926,0.669,1,-11.271,1,0.301,0.0051,0.0,0.0887,0.642,128.462,4,263
14,4539Tbm6Rt5BaNKXJJj9RH,It's My Life,Dr. Alban,['Dr. Alban'],0.655,0.933,7,-7.703,1,0.0536,0.00328,0.0358,0.0983,0.472,128.699,4,240
15,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,Guns N' Roses,"[""Guns N' Roses""]",0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,336
16,263aNAQCeFSWipk896byo6,Friday I'm in Love,The Cure,['The Cure'],0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,4,214
17,7okbmgA8lRBGl5limZ7LFM,Save The Best For Last,Vanessa Williams,['Vanessa Williams'],0.528,0.234,3,-15.784,1,0.0283,0.641,0.0,0.183,0.191,95.911,4,219
18,2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,Billy Ray Cyrus,['Billy Ray Cyrus'],0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808,4,203
19,4CcSw8wQAHYf4XNckayPoc,Walking on Broken Glass,Annie Lennox,['Annie Lennox'],0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,4,253
20,27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,['Kris Kross'],0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,4,195
21,1kgdslQYmeTR4thk9whoRw,Tears in Heaven,Eric Clapton,['Eric Clapton'],0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,4,272
22,1oaaSrDJimABpOdCEbw2DJ,No Ordinary Love,Sade,['Sade'],0.629,0.364,11,-12.259,0,0.038,0.467,0.0204,0.0941,0.701,166.266,4,440
23,5AoBNJQDXXEnIJGjJjZu3y,Just Another Day,Jon Secada,['Jon Secada'],0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,4,327
24,0uqvSVhGgQTIdj9G51vhvv,Finally,CeCe Peniston,['CeCe Peniston'],0.791,0.658,7,-11.128,1,0.0445,0.00653,0.0,0.0472,0.842,120.066,4,245
25,1ntKYuqLlmV3sTZoNyeHhM,Hazard,Richard Marx,['Richard Marx'],0.676,0.582,7,-10.345,0,0.0258,0.175,0.00396,0.0672,0.648,124.838,4,317
26,2fYYmPNwDaNpw1KRSxpQ5H,Why,Annie Lennox,['Annie Lennox'],0.532,0.471,0,-9.27,1,0.0237,0.281,6.05e-05,0.134,0.12,90.936,4,294
27,67mtN6BlsJR0LVyzvNZnGt,Tonight's Da Night,Redman,['Redman'],0.697,0.687,6,-11.111,1,0.379,0.26,4.8e-05,0.403,0.866,90.247,4,201
28,0hKF8N8aflF1uDzEEnPr2j,Life Is A Highway,Tom Cochrane,['Tom Cochrane'],0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,4,267
29,3XG801WWhqC753dekEBkMt,Real Love,Mary J. Blige,['Mary J. Blige'],0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,4,270
30,3WSyYBhLZRLbQo2tJgFvSR,Sleeping Satellite,Tasmin Archer,['Tasmin Archer'],0.6,0.824,5,-9.864,0,0.027,0.171,0.000225,0.258,0.749,96.075,4,282
31,69mFxANpGyq9s69LqH3d9G,I Love Your Smile,Shanice,['Shanice'],0.722,0.842,5,-8.745,0,0.126,0.00955,8.45e-06,0.178,0.751,93.954,4,258
32,3CUV8wsoTTKznGpEovrnZw,Sometimes Love Just Ain't Enough,Patty Smyth,"['Patty Smyth', 'Don Henley']",0.561,0.442,10,-10.687,1,0.0243,0.329,0.0,0.24,0.267,82.996,4,268
33,5WmDRnuGYo31xrWNDcYaps,Found Out About You,Gin Blossoms,['Gin Blossoms'],0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,4,233
34,543d68hZ4dzVePFfdVc0Ki,Angel,Jon Secada,['Jon Secada'],0.485,0.477,0,-8.948,1,0.0262,0.295,3.35e-05,0.202,0.134,151.704,4,275
35,3YgkTpILtOWngT7PVHg8kO,Everything About You,Ugly Kid Joe,['Ugly Kid Joe'],0.522,0.79,1,-7.943,1,0.0627,0.00936,0.0,0.0881,0.743,122.585,4,260
36,1X3Vb1oIAW6Ee22JZAEi59,It's Probably Me,Sting,"['Sting', 'Eric Clapton']",0.791,0.41,4,-12.604,0,0.084,0.167,4.38e-06,0.0763,0.511,91.021,4,302
37,5EWtBjCLy21d1hY9zdaEe8,Keep The Faith,Bon Jovi,['Bon Jovi'],0.569,0.968,5,-3.72,0,0.0487,0.00108,0.00153,0.0814,0.568,117.783,4,347
38,0gmGBCJ5XhOmoNR37MmxEE,So What'Cha Want - Remastered 2009,Beastie Boys,['Beastie Boys'],0.7,0.942,5,-7.355,0,0.237,0.0469,2.93e-05,0.0666,0.766,171.37,4,217
39,1gsnWXeNlbfoHpaGRi4oQ0,Two Can Play That Game - Radio Edit,Bobby Brown,"['Bobby Brown', 'K-Klass']",0.609,0.905,0,-6.792,0,0.0307,0.0104,0.0,0.409,0.878,121.434,4,212
40,3PkvYP6223QO3xlW2THd1x,Would I Lie To You?,Charles & Eddie,['Charles & Eddie'],0.547,0.538,11,-11.39,0,0.0567,0.473,0.0,0.0369,0.718,202.408,4,280
41,1jCsCYgzQQHk3bDJDuFbNi,If I Ever Fall In Love,Shai,['Shai'],0.402,0.205,6,-11.232,1,0.038,0.758,0.0,0.147,0.42,143.994,4,189
42,3R97rNX7JnmshCWBwOSFet,My Lovin' (You're Never Gonna Get It),En Vogue,['En Vogue'],0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,4,282
43,6U7QjXYOaLJ741cIWPBTyN,I Drove All Night,Roy Orbison,['Roy Orbison'],0.478,0.624,5,-11.16,1,0.0393,0.655,0.00197,0.114,0.579,138.708,4,227
44,2GHYJ0dhVds3PODKnTdiGE,All I Want,Toad The Wet Sprocket,['Toad The Wet Sprocket'],0.6,0.811,5,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,4,196
45,0LoH6lFQLNscy3RyljAewK,Let's Get Rocked,Def Leppard,['Def Leppard'],0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68e-05,0.177,0.526,91.989,4,296
46,5xE7sFTlv2yrG9mmhDSpdq,Come and Talk to Me - Remix,Jodeci,['Jodeci'],0.72,0.657,11,-6.823,0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,4,295
47,2stzPKoUdtHcA4LlEu2ayw,The One,Elton John,['Elton John'],0.426,0.647,10,-8.228,1,0.0279,0.0163,0.00118,0.106,0.311,75.944,4,353
48,5DOYik1z3Of1wAFfY3dYbC,Mr. Wendal,Arrested Development,['Arrested Development'],0.884,0.37,8,-11.353,1,0.112,0.0188,0.00423,0.026,0.883,109.997,4,248
49,3X3XuCPTC95ARm9SguWsIa,Sweet Thing,Mary J. Blige,['Mary J. Blige'],0.69,0.651,9,-7.86,1,0.101,0.343,9.56e-05,0.178,0.691,79.305,4,225
50,2QVHmiFTjFsHyxONRdbkcq,How Do You Talk To An Angel?,The Heights,['The Heights'],0.404,0.51,9,-11.353,1,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,4,227
51,5UkoitnvaDUSsq7cVsOdOh,Be My Baby,Vanessa Paradis,['Vanessa Paradis'],0.731,0.683,0,-8.045,1,0.0294,0.447,4.67e-06,0.117,0.963,129.062,4,222
52,2vG1yrWSMiL6egg6w4e9ma,Free Your Mind,En Vogue,['En Vogue'],0.765,0.831,7,-6.522,1,0.0565,0.0894,0.0,0.393,0.809,100.026,4,293
53,0nf9RjoFTcOzTIXtmzhRuH,Have You Ever Needed Someone So Bad,Def Leppard,['Def Leppard'],0.497,0.726,4,-8.335,1,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,4,324
