,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,['Dolly Parton'],0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,4,162
1,3ZYO0HGRFFdAGeb8o7F9KC,"You're The First, The Last, My Everything - Single Version",Barry White,['Barry White'],0.631,0.713,5,-7.124,1,0.0311,0.00204,0.000344,0.414,0.891,130.949,4,213
2,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,ABBA,['ABBA'],0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4,169
3,0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,Eric Clapton,['Eric Clapton'],0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,4,264
4,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,284
5,7GqWnsKhMtEW0nzki5o0d8,Killer Queen - Remastered 2011,Queen,['Queen'],0.535,0.65,10,-6.328,1,0.0554,0.379,0.0,0.14,0.61,117.188,4,180
6,70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,['ZZ Top'],0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,230
7,6yLIqXX9edg1x0HZS7cZEv,The Air That I Breathe - 2008 Remaster,The Hollies,['The Hollies'],0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,4,257
8,4J0DbyODwZJcmIAiTSJfMF,Annie's Song,John Denver,['John Denver'],0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,3,181
9,7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,Redbone,['Redbone'],0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4,206
10,5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,['Elton John'],0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4,323
11,6Ac4NVYYl2U73QiTt11ZKd,Hooked On A Feeling,Blue Swede,"['Blue Swede', 'Björn Skifs']",0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4,173
12,2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster,David Bowie,['David Bowie'],0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,4,275
13,0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,['Bachman-Turner Overdrive'],0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,4,235
14,1H4idkmruFoJBg1DvUv2tY,Band On The Run - Remastered 2010,Wings,['Wings'],0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,4,313
15,561F1zqRwGPCTMRsLsXVtL,Time in a Bottle,Jim Croce,['Jim Croce'],0.544,0.265,2,-11.952,1,0.035,0.848,0.0,0.196,0.7,133.837,3,146
16,0SjnBEHZVXgCKvOrpvzL2k,Sundown,Gordon Lightfoot,['Gordon Lightfoot'],0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,4,213
17,3mWpUEBYnv9SIFWfixSJFx,"Can't Get Enough Of Your Love, Babe",Barry White,['Barry White'],0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,4,274
18,0lzNXoZINVBLHWNIxKxWOo,Takin' Care Of Business,Bachman-Turner Overdrive,['Bachman-Turner Overdrive'],0.724,0.703,5,-14.007,1,0.0498,0.0488,2.69e-06,0.146,0.965,129.985,4,290
19,40NRm1ZLvZpUSCUXAGGZ8J,Kung Fu Fighting,Carl Douglas,['Carl Douglas'],0.598,0.673,2,-10.431,1,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,4,198
20,2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,Harry Chapin,['Harry Chapin'],0.489,0.578,10,-9.766,1,0.0418,0.234,0.0,0.123,0.511,78.111,4,223
21,2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,Neil Sedaka,['Neil Sedaka'],0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,4,170
22,4t8tx6o7oM6Ax66ZUU361y,I'll Have To Say I Love You In A Song,Jim Croce,['Jim Croce'],0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,4,155
23,7fu3Tv5rcoGD1PZV7s57WW,Rock the Boat,Hues Corporation,['Hues Corporation'],0.596,0.58,3,-9.72,1,0.0446,0.256,0.0,0.1,0.884,107.182,4,203
24,18a9EGG4xhRELv7bgAw5hb,Rikki Don't Lose That Number,Steely Dan,['Steely Dan'],0.656,0.462,11,-14.072,0,0.0373,0.518,0.000137,0.091,0.642,116.049,4,271
25,2w6JXokk0F8i241Y8C0Mn6,"Honey, Honey",ABBA,['ABBA'],0.474,0.804,5,-7.763,1,0.0473,0.309,1.81e-06,0.552,0.757,140.507,4,175
26,0UCg6lnG2MXpuEpf8Pk1MV,Strutter,KISS,['KISS'],0.511,0.912,1,-5.618,1,0.0594,0.0247,0.0553,0.0943,0.833,131.339,4,191
27,72PoJMDfdaw9gGECgA9kTZ,Nothing From Nothing,Billy Preston,['Billy Preston'],0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,4,156
28,73GR50SgGV5hybgWDSFWtD,You Make Me Feel Brand New,The Stylistics,['The Stylistics'],0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015,4,288
29,4p8QcNkaq2FQj8uGJ7HEDK,Black Water,The Doobie Brothers,['The Doobie Brothers'],0.532,0.441,2,-12.866,1,0.0434,0.228,0.0,0.0846,0.67,169.275,4,255
30,1QvWxgZvTU0w8rlPRE5Zrv,Don't You Worry 'Bout A Thing,Stevie Wonder,['Stevie Wonder'],0.714,0.726,11,-9.218,1,0.0408,0.0316,0.0,0.066,0.92,124.71,4,285
31,6PPhp1qpAjLUxQr75vSD4H,The Ballad Of Curtis Loew,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.432,0.425,9,-12.165,1,0.0918,0.312,3.19e-06,0.105,0.589,144.821,4,292
32,02srSkeu2pzybuVr2B9TJm,When Will I See You Again,The Three Degrees,['The Three Degrees'],0.564,0.593,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753,4,179
