,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,['The Beatles'],0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,4,243
1,6QhXQOpyYvbpdbyjgAqKdY,Cecilia,Simon & Garfunkel,['Simon & Garfunkel'],0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,4,175
2,2BhrrVRC8CoiWejbzj0VjQ,Son of a Preacher Man,Aretha Franklin,['Aretha Franklin'],0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,4,199
3,3Bh6uInhcVBVvLraGZdkKD,Who'll Stop The Rain,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,4,147
4,6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,Joni Mitchell,['Joni Mitchell'],0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,4,135
5,5LxvwujISqiB8vpRYv887S,I Want You Back,The Jackson 5,['The Jackson 5'],0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4,176
6,0NgFZWdvnv218PVnY4I8UT,Instant Karma! (We All Shine On) - Ultimate Mix,John Lennon,"['John Lennon', 'Yoko Ono']",0.605,0.948,11,-7.351,0,0.136,0.000638,0.000136,0.214,0.442,119.717,4,201
7,50q2aUjWoTn6CJIfSPRJQA,(They Long To Be) Close To You,Carpenters,['Carpenters'],0.532,0.244,8,-14.652,1,0.0327,0.707,4.56e-05,0.122,0.238,89.327,4,276
8,2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,['Stevie Wonder'],0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,4,161
9,5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,['Edison Lighthouse'],0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,4,175
10,0jvN7eQJJt4nxQzgQfZ1SP,Spirit In The Sky,Norman Greenbaum,['Norman Greenbaum'],0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,4,243
