,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,['Spice Girls'],0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,4,173
1,6urCAbunOQI4bLhmGpX7iS,Don't Speak,No Doubt,['No Doubt'],0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,4,264
2,2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,Mariah Carey,['Mariah Carey'],0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,4,258
3,0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,Fugees,"['Fugees', 'Ms. Lauryn Hill']",0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,4,299
4,1d6KS9GH06JAd19uiBy9IE,Ironic - 2015 Remaster,Alanis Morissette,['Alanis Morissette'],0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,5,230
5,1nRwyxNsqCLeA17qR8Nfxx,Quit Playing Games (With My Heart),Backstreet Boys,['Backstreet Boys'],0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,4,234
6,5g9lS8deSIxItFBmZRC4vN,Ambitionz Az A Ridah,2Pac,['2Pac'],0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4,278
7,5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,['The Smashing Pumpkins'],0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4,266
8,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,['Sublime'],0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,4,183
9,3u5N55tHf7hXATSQrjBh2q,Freed From Desire,Gala,['Gala'],0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,4,213
10,6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,305
11,3ia3dJETSOllPsv3LJkE35,California Love - Original Version,2Pac,"['2Pac', 'Roger', 'Dr. Dre']",0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4,285
12,3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,['Mark Morrison'],0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,4,213
13,7aQjPecQdIuNd1sz3KCDhD,Lovefool,The Cardigans,['The Cardigans'],0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,4,194
14,3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,['Michael Jackson'],0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,4,284
15,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,['Sublime'],0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721,4,171
16,28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,['Céline Dion'],0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,4,274
17,4VQNCzfZ3MdHEwwErNXpBo,All Eyez On Me (ft. Big Syke),2Pac,"['2Pac', 'Big Syke']",0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279,4,308
18,2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,Marilyn Manson,['Marilyn Manson'],0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,4,219
