,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,['Leona Lewis'],0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,262
1,49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,"['Rihanna', 'JAY-Z']",0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,4,276
2,0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West,['Kanye West'],0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4,312
3,4AniPkv5vgdE1n6VKreiyI,Big Girls Don't Cry (Personal),Fergie,['Fergie'],0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,4,268
4,6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,"['Mark Ronson', 'Amy Winehouse']",0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,4,219
5,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,"[""Plain White T's""]",0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,233
6,3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,['Justin Timberlake'],0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,4,449
7,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,Gwen Stefani,"['Gwen Stefani', 'Akon']",0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,4,246
8,7j31rVgGX9Q2blT92VBEA0,Teenagers,My Chemical Romance,['My Chemical Romance'],0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4,162
9,2kQuhkFX7uSVepCD3h29g5,Smack That,Akon,"['Akon', 'Eminem']",0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,4,212
10,3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,['Amy Winehouse'],0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4,241
11,5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,Snow Patrol,['Snow Patrol'],0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4,268
12,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Timbaland,"['Timbaland', 'Keri Hilson', 'D.O.E.']",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4,179
13,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,['The Fray'],0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,263
14,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,['Red Hot Chili Peppers'],0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,335
15,18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,['Linkin Park'],0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,206
16,2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Nelly Furtado,['Nelly Furtado'],0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,223
17,6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,['Britney Spears'],0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,251
18,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,Fall Out Boy,['Fall Out Boy'],0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,4,204
19,7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,['Foo Fighters'],0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,4,269
20,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,['Sean Kingston'],0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,4,225
21,0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Carrie Underwood,['Carrie Underwood'],0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,4,200
