,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,1YGZyfvdgZxzipWoWYVKxi,Kids In America,Kim Wilde,['Kim Wilde'],0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,4,206
1,0rt0dZ11FVsvprbarag5tk,"Endless Love - From ""The Endless Love"" Soundtrack",Lionel Richie,"['Lionel Richie', 'Diana Ross']",0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.126,4,268
2,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,['Journey'],0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,251
3,18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,['Phil Collins'],0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,4,336
4,44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,The Police,['The Police'],0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,4,261
5,7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,The Rolling Stones,['The Rolling Stones'],0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,4,213
6,0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Soft Cell,['Soft Cell'],0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,154
7,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,"Earth, Wind & Fire","['Earth, Wind & Fire']",0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4,339
8,4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),Daryl Hall & John Oates,['Daryl Hall & John Oates'],0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4,191
9,0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,Kim Carnes,['Kim Carnes'],0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,4,228
10,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,The Human League,['The Human League'],0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4,237
11,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,['Rick James'],0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4,205
12,3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,['Rush'],0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,277
13,5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Rick Springfield,['Rick Springfield'],0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,4,194
14,3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Luther Vandross,['Luther Vandross'],0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,4,230
15,2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,['Foreigner'],0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,4,292
16,11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,Queen,"['Queen', 'David Bowie']",0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,4,248
17,5fdNHVZHbWB1AaXk4RBGVD,Just the Two of Us,"Grover Washington, Jr.","['Grover Washington, Jr.']",0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,4,444
18,6TvxPS4fj4LUdjw2es4g21,Slipping Through My Fingers,ABBA,['ABBA'],0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,4,234
19,5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?,Men At Work,['Men At Work'],0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,4,201
20,52KvuGmgcgRdrLMXOtda0E,The Stroke - Remastered,Billy Squier,['Billy Squier'],0.67,0.591,7,-6.012,1,0.0646,0.62,0.0,0.373,0.8,91.439,4,218
21,5fnOrhQ4KgT5irGCjIccGH,Arthur's Theme (Best That You Can Do),Christopher Cross,['Christopher Cross'],0.526,0.515,9,-11.169,1,0.0389,0.169,0.000816,0.181,0.518,136.543,4,234
22,35k31HZI4z9PbBOioaI4dZ,Working for the Weekend,Loverboy,['Loverboy'],0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,4,221
23,1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,Bruce Springsteen,['Bruce Springsteen'],0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,4,199
24,5gys5nzVQIYhgHIfiOJYva,Take It On the Run,REO Speedwagon,['REO Speedwagon'],0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81,4,240
25,0K6yUnIKNsFtfIpTgGtcHm,Limelight,Rush,['Rush'],0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,260
26,5HQ639Z3ms3hnZx0KfWnkp,Private Eyes,Daryl Hall & John Oates,['Daryl Hall & John Oates'],0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,4,217
27,28eg5bkYvIHT7HPmzZFwLN,Lonely Is The Night - Remastered,Billy Squier,['Billy Squier'],0.347,0.803,9,-4.923,1,0.0416,0.209,4.36e-06,0.116,0.672,85.362,4,281
28,0yJvWbn8xQKiDZ84VN5lQG,"De Do Do Do, De Da Da Da",The Police,['The Police'],0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,4,247
29,13v3siPyvy5TTEZYmGPPse,Give It To Me Baby,Rick James,['Rick James'],0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,4,248
30,1GVnAD8Iz45rux6EC657Yv,Our Lips Are Sealed - Single Version,The Go-Go's,"[""The Go-Go's""]",0.608,0.864,8,-7.101,1,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,4,168
31,0xuXRQJfxmdP6gvfDe2Z4L,Just Can't Get Enough - 2006 Remaster,Depeche Mode,['Depeche Mode'],0.765,0.766,0,-9.374,1,0.0348,0.41,0.052,0.177,0.923,128.177,4,223
32,1tjK9HhmpEfk0ijyIKsoUk,Hey Nineteen,Steely Dan,['Steely Dan'],0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,4,307
33,7cDzJyC95jtGO9zAeZsWOg,Kiss on My List,Daryl Hall & John Oates,['Daryl Hall & John Oates'],0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,4,265
34,08onVqQ8YicJ98Ycm1qoLf,Urgent,Foreigner,['Foreigner'],0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,4,271
35,6EMQo2suHaUYZVsbGVTxSZ,Jealous Guy,Roxy Music,['Roxy Music'],0.51,0.622,4,-7.651,0,0.0268,0.0395,0.00532,0.128,0.387,77.663,4,297
36,3GfGTJ2xzC0rqKgdjNJLOC,Mony Mony,Billy Idol,['Billy Idol'],0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,4,300
37,01lewSOj9ZaXplh9TpNKL4,Happy Birthday,Stevie Wonder,['Stevie Wonder'],0.779,0.571,1,-15.327,1,0.0427,0.00511,1.16e-05,0.0532,0.96,116.197,4,357
38,6ewN9MaFbi78oDLT9wYDgn,Ghost Town,The Specials,['The Specials'],0.664,0.765,10,-9.454,0,0.0507,0.0493,0.333,0.113,0.907,73.676,4,219
39,66LhCsc06aTa2Ig7iYPDSP,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,"['Stevie Nicks', 'Tom Petty and the Heartbreakers']",0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,4,244
40,5IK2FtuC0qmHHam9sWFxUI,Who's Crying Now,Journey,['Journey'],0.57,0.554,9,-9.732,0,0.0288,0.0548,0.0,0.139,0.372,122.135,4,300
41,38mMrNPAJKXMBK2l9actEA,Here I Am (Just When I Thought I Was Over You),Air Supply,['Air Supply'],0.344,0.466,0,-8.453,1,0.0255,0.534,1.61e-05,0.569,0.132,137.974,4,230
42,6R6ib5FgDYlG0rPA9c5DVv,Queen Of Hearts,Juice Newton,['Juice Newton'],0.658,0.862,2,-9.963,1,0.0535,0.211,5.44e-05,0.2,0.969,169.532,4,206
43,2dHjSNCw10clC9oOld8tPn,I Surrender,Rainbow,['Rainbow'],0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,4,242
44,3fvDLsiTHPQNgzuMd3Mpb5,Slow Hand,The Pointer Sisters,['The Pointer Sisters'],0.826,0.558,6,-7.766,1,0.0322,0.403,1.94e-05,0.0631,0.359,110.77,4,232
45,4Wd9pEtEnZNDjgiswGOpJb,Waiting On A Friend - Remastered 2009,The Rolling Stones,['The Rolling Stones'],0.606,0.794,0,-6.042,1,0.0282,0.157,0.0406,0.568,0.911,116.93,4,274
46,7feSbMqJGg9yL0s6ypxy9S,Girls on Film,Duran Duran,['Duran Duran'],0.708,0.855,11,-6.301,0,0.0931,0.00548,0.0477,0.0447,0.656,131.955,4,208
47,3gHyNUxOEZq4VltRl2xUW4,The Breakup Song,The Greg Kihn Band,['The Greg Kihn Band'],0.703,0.895,9,-4.002,0,0.029,0.0367,6.61e-05,0.307,0.965,141.558,4,170
48,0mG66FLhO0iZ6XCAGdjpax,Elvira,The Oak Ridge Boys,['The Oak Ridge Boys'],0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,4,226
49,6F2vo4sxRNQ58VYe3pdiaL,Rapture,Blondie,['Blondie'],0.724,0.704,11,-8.258,0,0.0511,0.113,0.00425,0.466,0.96,107.486,4,299
50,3FDAd5vW4P7xe1GBNOLyfD,The One That You Love,Air Supply,['Air Supply'],0.396,0.479,5,-8.072,1,0.0268,0.728,9.51e-06,0.102,0.184,109.973,4,259
51,4JAFyW6oZV6DIADeV619QG,While You See A Chance,Steve Winwood,['Steve Winwood'],0.602,0.732,2,-8.29,1,0.0282,0.36,0.000314,0.0755,0.411,129.355,4,313
52,11y8GSP2ASv8S9n0FiiDva,Angel Of The Morning,Juice Newton,['Juice Newton'],0.452,0.313,8,-9.309,1,0.026,0.433,2.6e-05,0.0772,0.344,75.806,4,250
53,2LXjhNee4iPRVemx9NSZQ3,Vienna,Ultravox,['Ultravox'],0.571,0.417,5,-15.738,1,0.0449,0.134,0.402,0.105,0.384,79.768,4,294
54,6yBbmHFTxihIDFAerzDMGi,Hold On Tight,Electric Light Orchestra,['Electric Light Orchestra'],0.439,0.794,7,-11.792,1,0.0633,0.159,1.69e-06,0.434,0.748,145.056,4,187
55,4jRJWlkCn3pAwezfqFODU3,For Your Eyes Only,Sheena Easton,['Sheena Easton'],0.244,0.44,7,-7.777,1,0.0475,0.871,8.65e-05,0.372,0.113,82.02,4,184
