,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,"['Shakira', 'Wyclef Jean']",0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,218
1,0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,['Sean Paul'],0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,219
2,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),Justin Timberlake,"['Justin Timberlake', 'Timbaland']",0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4,243
3,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,['Beyoncé'],0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4,228
4,3N4DI1vuTSX1tz7fa2NQZw,Rehab,Amy Winehouse,['Amy Winehouse'],0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4,215
5,30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,['Rihanna'],0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4,239
6,2N5zMZX7YeL1tico8oQxa9,Crazy,Gnarls Barkley,['Gnarls Barkley'],0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,4,182
7,2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,"['Nelly Furtado', 'Timbaland']",0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,242
8,5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,Snow Patrol,['Snow Patrol'],0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4,268
9,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,['The Fray'],0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,263
10,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,My Chemical Romance,['My Chemical Romance'],0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4,311
11,10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,['Red Hot Chili Peppers'],0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4,282
12,6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,['Ne-Yo'],0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,4,207
13,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,['The Killers'],0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4,220
14,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,['Corinne Bailey Rae'],0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4,215
15,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Muse,['Muse'],0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,4,212
16,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,['Nelly Furtado'],0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,4,259
17,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",Fall Out Boy,['Fall Out Boy'],0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,4,180
18,3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,['Natasha Bedingfield'],0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4,259
19,0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,['Keyshia Cole'],0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,4,255
20,0fGh0trRN1xz3s41r7V5ce,Shake That,Eminem,"['Eminem', 'Nate Dogg']",0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,4,274
21,7k6IzwMGpxnRghE7YosnXT,Me & U,Cassie,['Cassie'],0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,4,192
22,2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,Rascal Flatts,['Rascal Flatts'],0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,4,276
23,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,Panic! At The Disco,['Panic! At The Disco'],0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,4,187
24,5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,John Mayer,['John Mayer'],0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4,201
25,2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,Kanye West,"['Kanye West', 'Lupe Fiasco']",0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,1,237
26,0ADZ5dmXhlfzjMw6lefoPl,Far Away,Nickelback,['Nickelback'],0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918,4,238
27,4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),Justin Timberlake,"['Justin Timberlake', 'T.I.']",0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4,276
28,13xxBnXOuiBxVxJI458B0i,Unfaithful,Rihanna,['Rihanna'],0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,4,227
29,7DFnq8FYhHMCylykf6ZCxA,Yo (Excuse Me Miss),Chris Brown,['Chris Brown'],0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,4,229
30,2hns6Dv29Yrg68AVTJiAyA,Who Knew,P!nk,['P!nk'],0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,4,208
31,5YJtMNWKe55yr49cyJgxva,Everytime We Touch,Cascada,['Cascada'],0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,197
32,4T4NLIMypdmyUwK54jECk4,Too Little Too Late,JoJo,['JoJo'],0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,4,222
33,4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,['Rascal Flatts'],0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,4,214
34,3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,"['Chamillionaire', 'Krayzie Bone']",0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,4,303
35,10aWGOqSDBqvNzJ9NeKDbK,Sexy Love,Ne-Yo,['Ne-Yo'],0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,4,221
36,1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),The Fray,['The Fray'],0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,4,236
37,4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,"['The Notorious B.I.G.', 'Avery Storm', 'Diddy', 'Jagged Edge', 'Nelly']",0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,4,286
38,4Gd9PUEuOTOJtbgd4YxLXM,Savin' Me,Nickelback,['Nickelback'],0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,4,219
39,6btyEL6NwUa97Nex9cZFvo,Pump It,Black Eyed Peas,['Black Eyed Peas'],0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,4,213
40,6xM8oBy40nK1rOd8WmoOPx,Last Request,Paolo Nutini,['Paolo Nutini'],0.605,0.704,5,-6.564,1,0.0476,0.241,0.0,0.137,0.4,80.925,4,220
41,6gxycjJNMgmAyfzUXBN80P,Goodbye My Lover,James Blunt,['James Blunt'],0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,4,259
42,0Qn0i8df7Q76ej3RAXAtI2,Rock This Party - Everybody Dance Now,Bob Sinclar,"['Bob Sinclar', 'Cutee B.', 'DollarMan', 'Big Ali', 'Makedah']",0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,4,245
43,663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,Evanescence,['Evanescence'],0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,4,215
44,6Y3WvyUG9iE5bQYg38SPtQ,Be Without You - Kendu Mix,Mary J. Blige,['Mary J. Blige'],0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559,4,246
45,0qAMjeQFyd1qD0LDiV8gWp,Black Horse And The Cherry Tree,KT Tunstall,['KT Tunstall'],0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,4,172
46,6o3s08kk2fQI37vxGZDrJ1,Snap Yo Fingers,Lil Jon,"['Lil Jon', 'E-40', 'Sean Paul']",0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,4,274
47,2QurCbkPO14pjrikPNja0h,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,"['T-Pain', 'Mike Jones']",0.739,0.368,8,-10.233,1,0.0845,0.00542,0.0,0.171,0.467,144.992,4,239
