danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,nltk,Happy,Angry,Surprise,Sad,Fear,primary_genre 
0.64,0.647,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979,0.8243,0.36,0.0,0.29,0.29,0.07,pop
0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,-0.9898,0.05,0.05,0.2,0.4,0.3,rap
0.95,0.59,-6.508,0.29,0.00534,0.0,0.11,0.219,130.003,-0.9978,0.04,0.04,0.1,0.35,0.46,rap
0.63,0.63,-6.211,0.0395,0.0131,0.0,0.142,0.163,80.512,-0.991,0.0,0.26,0.03,0.34,0.37,rap
0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,0.9907,0.14,0.0,0.21,0.5,0.14,rap
0.681,0.657,-4.671,0.0432,0.0748,0.0,0.353,0.628,130.089,0.9289,0.23,0.0,0.23,0.31,0.23,pop
0.876,0.662,-6.482,0.426,0.0608,0.0,0.127,0.844,75.445,-0.9781,0.06,0.1,0.23,0.19,0.42,rap
0.894,0.511,-4.768,0.421,0.0251,0.0,0.14,0.567,120.077,0.817,0.09,0.09,0.4,0.09,0.33,rap
0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,-0.9209,0.0,0.2,0.2,0.25,0.35,pop
0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,0.5229,0.12,0.0,0.0,0.12,0.75,pop
0.599,0.887,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,0.9476,0.0,0.11,0.47,0.11,0.32,rap
0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024,-0.998,0.31,0.03,0.16,0.22,0.28,rap
0.899,0.811,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038,0.8842,0.03,0.12,0.2,0.07,0.57,rap
0.902,0.839,-9.447,0.208,0.0933,0.0,0.102,0.727,133.989,-0.9618,0.0,0.0,0.0,0.0,1.0,rock
0.53,0.538,-6.672,0.0335,0.17,2.83e-06,0.248,0.288,148.051,-0.7753,0.09,0.36,0.09,0.27,0.18,pop
0.847,0.678,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984,0.9853,0.33,0.0,0.06,0.33,0.28,rap
0.562,0.46,-4.173,0.259,0.476,0.0,0.107,0.623,176.055,0.99,0.29,0.29,0.0,0.21,0.21,pop
0.386,0.136,-9.267,0.0458,0.932,0.0,0.0653,0.0976,67.016,-0.8271,0.19,0.04,0.15,0.42,0.19,pop
0.474,0.473,-11.454,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,0.9271,0.0,0.2,0.3,0.4,0.1,others
0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,-0.3333,0.11,0.06,0.22,0.33,0.28,others
0.675,0.597,-11.329,0.0337,0.0534,0.0,0.0986,0.828,108.875,0.9494,0.06,0.03,0.52,0.21,0.18,others
0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,0.9325,0.17,0.0,0.42,0.17,0.25,others
0.372,0.642,-11.955,0.0594,0.0947,0.0,0.117,0.705,198.731,-0.9975,0.23,0.29,0.03,0.26,0.2,others
0.572,0.786,-8.469,0.0642,0.519,0.00093,0.11,0.952,188.115,0.928,0.28,0.0,0.28,0.17,0.28,others
0.51,0.515,-7.247,0.0253,0.593,1.24e-06,0.654,0.331,93.212,0.9567,0.41,0.0,0.26,0.19,0.15,others
0.59,0.671,-12.484,0.154,0.0939,0.0,0.248,0.736,109.333,-0.9952,0.08,0.14,0.14,0.25,0.39,others
0.789,0.683,-8.835,0.086,0.48,0.0,0.35,0.882,92.311,0.8255,0.0,0.0,0.83,0.0,0.17,others
0.593,0.607,-9.886,0.0283,0.147,0.0,0.128,0.953,128.365,-0.9907,0.32,0.0,0.05,0.42,0.21,others
0.393,0.792,-5.076,0.0448,0.191,0.00364,0.376,0.379,98.757,0.9669,0.3,0.15,0.07,0.3,0.19,others
0.547,0.655,-11.707,0.0414,0.136,0.00737,0.116,0.649,125.545,0.9864,0.32,0.09,0.14,0.18,0.27,others
0.474,0.734,-8.813,0.0426,0.0871,0.00356,0.26,0.926,101.751,0.9937,0.44,0.06,0.31,0.19,0.0,others
0.627,0.544,-11.436,0.029,0.0859,0.0,0.152,0.877,129.851,0.4527,0.12,0.0,0.12,0.1,0.67,others
0.301,0.309,-19.155,0.042,0.524,0.0758,0.129,0.384,75.165,0.7351,0.07,0.07,0.07,0.2,0.6,others
0.756,0.687,-7.76,0.0435,0.064,0.0,0.25,0.914,106.247,0.9785,0.22,0.04,0.11,0.15,0.48,others
0.389,0.322,-10.923,0.0282,0.693,2.08e-06,0.0814,0.343,94.007,-0.9807,0.08,0.03,0.39,0.48,0.02,others
0.563,0.655,-6.399,0.032,0.168,0.0,0.0484,0.866,117.794,0.9916,0.28,0.0,0.33,0.22,0.17,others
0.783,0.596,-10.056,0.0676,0.235,0.0,0.0427,0.88,127.576,0.9951,0.04,0.12,0.24,0.28,0.32,others
0.515,0.532,-12.472,0.0245,0.355,0.000711,0.498,0.961,94.165,0.9399,0.05,0.0,0.52,0.43,0.0,others
0.76,0.745,-8.509,0.0434,0.362,0.0,0.156,0.921,113.729,0.9934,0.2,0.13,0.13,0.33,0.2,others
0.583,0.457,-11.166,0.0419,0.0635,5.48e-06,0.0716,0.612,126.555,0.9979,0.32,0.05,0.11,0.18,0.34,others
0.765,0.586,-10.332,0.0367,0.734,0.00218,0.113,0.943,105.567,0.8807,0.06,0.29,0.41,0.12,0.12,others
0.639,0.544,-12.843,0.141,0.617,0.0,0.479,0.793,80.844,-0.5499,0.15,0.11,0.15,0.37,0.22,others
0.529,0.735,-8.153,0.0896,0.238,0.0,0.102,0.862,79.002,0.973,0.15,0.15,0.23,0.12,0.35,others
0.517,0.375,-11.527,0.0341,0.682,1.28e-06,0.458,0.306,118.391,0.9975,0.43,0.0,0.14,0.1,0.33,others
0.325,0.397,-12.492,0.0323,0.16,0.000829,0.129,0.349,143.387,0.1027,0.22,0.0,0.22,0.0,0.56,others
0.617,0.806,-3.883,0.0395,0.616,6.14e-06,0.0939,0.774,119.835,0.9925,0.47,0.0,0.24,0.18,0.12,others
0.899,0.77,-11.011,0.0602,0.368,0.000312,0.101,0.932,105.739,0.9014,0.08,0.15,0.23,0.15,0.38,others
0.413,0.869,-5.843,0.0441,0.00283,0.529,0.827,0.65,127.355,0.9982,0.64,0.03,0.05,0.21,0.08,others
0.453,0.443,-9.022,0.0273,0.535,4.85e-05,0.159,0.466,94.614,0.9829,0.67,0.0,0.0,0.33,0.0,others
0.646,0.454,-10.821,0.0308,0.418,0.000532,0.353,0.922,117.125,0.9574,0.27,0.09,0.27,0.18,0.18,others
0.533,0.567,-13.743,0.0539,0.549,2.61e-06,0.177,0.658,120.157,0.9723,0.06,0.12,0.38,0.06,0.38,others
0.532,0.834,-3.87,0.0404,0.0614,0.00192,0.314,0.706,88.69,0.9255,0.2,0.05,0.1,0.35,0.3,others
0.273,0.685,-6.803,0.0389,0.0492,0.0,0.117,0.746,157.912,0.8976,0.27,0.03,0.12,0.48,0.09,others
0.536,0.478,-10.492,0.0298,0.872,0.000298,0.109,0.304,140.741,0.9336,0.04,0.0,0.62,0.12,0.21,others
0.463,0.553,-14.648,0.0465,0.573,3.66e-05,0.315,0.715,100.608,-0.8901,0.16,0.08,0.24,0.4,0.12,others
0.242,0.696,-5.092,0.0526,0.348,0.0,0.209,0.458,173.444,0.9756,0.62,0.12,0.12,0.12,0.0,others
0.554,0.621,-6.879,0.0253,0.00672,0.0,0.387,0.664,103.927,0.9433,0.53,0.06,0.06,0.06,0.29,others
0.283,0.716,-9.632,0.0986,0.447,0.0,0.399,0.828,201.96,0.9669,0.14,0.05,0.5,0.14,0.18,others
0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,-0.7962,0.0,0.53,0.2,0.13,0.13,others
0.538,0.969,-5.626,0.0906,0.417,0.00154,0.119,0.928,138.652,0.9449,0.27,0.09,0.18,0.27,0.18,others
0.772,0.397,-8.585,0.0391,0.339,0.00541,0.0753,0.617,97.964,0.9664,0.21,0.0,0.47,0.26,0.05,others
0.498,0.634,-12.16,0.0475,0.328,0.748,0.0962,0.515,93.161,-0.659,0.0,0.1,0.5,0.1,0.3,others
0.886,0.491,-12.589,0.171,0.29,2.46e-06,0.229,0.971,93.236,0.989,0.28,0.36,0.13,0.15,0.09,others
0.589,0.501,-11.665,0.031,0.168,0.0,0.0741,0.969,131.064,0.9973,0.16,0.0,0.05,0.68,0.11,others
0.425,0.242,-15.424,0.0267,0.88,0.0118,0.195,0.477,92.472,0.9805,0.2,0.24,0.2,0.12,0.24,others
0.599,0.46,-10.729,0.152,0.686,3.65e-05,0.15,0.715,96.429,0.9817,0.31,0.0,0.15,0.38,0.15,others
0.608,0.534,-11.541,0.0339,0.135,0.0,0.064,0.796,105.388,0.4767,0.06,0.03,0.31,0.09,0.5,others
0.641,0.74,-8.425,0.118,0.249,0.0,0.281,0.914,152.939,0.836,0.05,0.0,0.19,0.67,0.1,others
0.551,0.461,-11.778,0.0255,0.252,2.39e-06,0.0541,0.739,105.155,0.9781,0.42,0.38,0.02,0.1,0.08,others
0.913,0.481,-8.459,0.0998,0.392,7.48e-05,0.0279,0.878,103.62,0.9964,0.19,0.0,0.32,0.43,0.05,others
0.565,0.404,-10.969,0.0448,0.302,0.0,0.125,0.675,123.804,0.9866,0.18,0.0,0.32,0.18,0.32,others
0.262,0.818,-5.538,0.152,0.0218,0.916,0.276,0.395,183.629,-0.9186,0.0,0.0,0.0,0.0,0.0,others
0.501,0.302,-12.529,0.033,0.758,0.000267,0.0888,0.386,77.836,-0.5515,0.09,0.09,0.09,0.55,0.18,others
0.527,0.821,-7.19,0.047,0.337,1.68e-06,0.394,0.835,166.139,-0.9831,0.07,0.07,0.27,0.53,0.07,others
0.435,0.929,-7.7,0.235,0.105,1.58e-06,0.015,0.65,175.448,0.9928,0.41,0.09,0.14,0.23,0.14,others
0.775,0.476,-8.539,0.0355,0.191,0.0,0.132,0.928,131.4,0.9922,0.26,0.0,0.26,0.26,0.22,others
0.819,0.605,-13.83,0.132,0.669,0.0163,0.199,0.797,108.892,0.7471,0.1,0.03,0.82,0.05,0.0,others
0.66,0.619,-12.577,0.0466,0.235,0.00793,0.0828,0.913,115.419,-0.2617,0.0,0.0,0.5,0.5,0.0,others
0.788,0.861,-9.745,0.0623,0.158,1.35e-05,0.0199,0.95,109.232,0.9811,0.27,0.07,0.2,0.2,0.27,others
0.613,0.817,-4.957,0.0858,0.0338,1.96e-06,0.083,0.62,119.926,-0.946,0.07,0.0,0.29,0.64,0.0,others
0.621,0.413,-12.274,0.0348,0.602,4.88e-06,0.145,0.338,139.491,0.9367,0.28,0.11,0.17,0.17,0.28,others
0.436,0.72,-4.706,0.109,0.145,0.000296,0.0937,0.897,126.4,0.5978,0.11,0.16,0.53,0.16,0.05,others
0.472,0.492,-10.435,0.0583,0.711,0.107,0.679,0.555,74.09,0.9879,0.29,0.0,0.14,0.29,0.29,others
0.777,0.471,-12.655,0.0834,0.221,0.0,0.3,0.905,122.458,0.9618,0.22,0.06,0.56,0.06,0.11,others
0.651,0.812,-6.912,0.239,0.33,0.000131,0.0833,0.927,189.684,0.9194,0.21,0.06,0.12,0.52,0.09,others
0.493,0.653,-13.119,0.0486,0.0324,7.76e-06,0.232,0.652,120.709,-0.8689,0.0,0.0,0.17,0.17,0.67,others
0.357,0.608,-9.643,0.0438,0.398,0.0,0.195,0.538,83.356,0.956,0.2,0.0,0.53,0.2,0.07,others
0.675,0.512,-7.027,0.0285,0.0469,9.41e-06,0.103,0.965,129.818,0.7308,0.13,0.0,0.27,0.2,0.4,others
0.503,0.62,-7.265,0.0364,0.22,2.29e-06,0.0778,0.736,156.243,0.9938,0.24,0.19,0.26,0.24,0.07,others
0.756,0.401,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,0.8062,0.19,0.15,0.19,0.44,0.04,others
0.619,0.22,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,0.9785,0.38,0.0,0.15,0.08,0.38,others
0.681,0.373,-13.2,0.0568,0.633,0.00113,0.0751,0.623,123.423,0.9593,0.65,0.0,0.0,0.3,0.04,others
0.846,0.595,-8.372,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,0.9962,0.0,0.14,0.1,0.14,0.62,others
0.294,0.528,-10.01,0.0471,0.234,0.0,0.147,0.452,200.813,0.1783,0.43,0.0,0.0,0.29,0.29,others
0.504,0.673,-11.834,0.0336,0.214,2.29e-06,0.171,0.581,120.418,-0.5562,0.18,0.18,0.18,0.09,0.36,others
0.817,0.405,-13.513,0.0811,0.451,0.0507,0.0468,0.898,121.467,-0.9321,0.14,0.0,0.38,0.19,0.29,others
0.758,0.586,-13.461,0.056,0.033,0.0028,0.0743,0.947,154.629,0.9887,0.12,0.06,0.38,0.19,0.25,others
0.593,0.791,-8.698,0.068,0.175,0.0,0.0976,0.63,112.295,-0.9901,0.15,0.31,0.08,0.31,0.15,others
0.311,0.0264,-21.644,0.037,0.731,0.00205,0.156,0.139,120.653,0.9756,0.29,0.06,0.12,0.41,0.12,others
0.751,0.714,-11.614,0.0374,0.317,0.0,0.639,0.935,124.379,0.8839,0.18,0.29,0.0,0.18,0.35,others
0.463,0.273,-15.364,0.074,0.907,0.000367,0.101,0.293,146.426,-0.5171,0.23,0.15,0.2,0.33,0.1,others
0.865,0.652,-9.046,0.143,0.566,0.000919,0.0833,0.829,90.081,0.9955,0.33,0.04,0.19,0.37,0.07,others
0.516,0.73,-7.136,0.0494,0.344,0.0,0.425,0.907,115.126,0.849,0.25,0.06,0.19,0.5,0.0,others
0.558,0.439,-13.443,0.0281,0.369,1.78e-05,0.161,0.605,114.969,0.9953,0.6,0.0,0.15,0.2,0.05,others
0.784,0.708,-9.141,0.11,0.457,7.5e-05,0.0913,0.748,120.11,0.4566,0.24,0.08,0.16,0.24,0.28,others
0.712,0.393,-9.538,0.0287,0.158,0.000588,0.0908,0.791,97.918,0.9955,0.57,0.0,0.29,0.14,0.0,others
0.418,0.402,-12.942,0.0288,0.226,0.0,0.103,0.601,133.683,0.9055,0.26,0.05,0.42,0.16,0.11,others
0.435,0.161,-10.84,0.0298,0.911,0.000214,0.113,0.291,136.166,0.9362,0.5,0.25,0.12,0.0,0.12,others
0.421,0.514,-9.52,0.049,0.591,8.97e-05,0.337,0.564,145.653,-0.992,0.08,0.08,0.0,0.62,0.23,others
0.43,0.56,-9.62,0.0268,0.362,0.000107,0.495,0.391,72.238,0.9953,0.53,0.0,0.41,0.06,0.0,others
0.622,0.721,-8.224,0.0983,0.24,7.88e-05,0.271,0.968,173.395,0.9842,0.24,0.08,0.24,0.16,0.28,others
0.62,0.51,-10.665,0.0431,0.627,0.0,0.181,0.878,83.477,-0.69,0.19,0.04,0.12,0.31,0.35,others
0.676,0.625,-8.747,0.0729,0.144,0.00658,0.0796,0.655,90.999,0.9403,0.42,0.17,0.25,0.17,0.0,others
0.87,0.455,-15.31,0.0342,0.575,0.648,0.051,0.961,105.658,-0.9854,0.0,0.0,0.25,0.25,0.5,others
0.502,0.451,-7.423,0.0438,0.283,0.0,0.154,0.531,140.474,0.7094,0.44,0.0,0.04,0.41,0.11,others
0.603,0.448,-10.548,0.0934,0.392,0.0157,0.105,0.509,119.717,0.995,0.46,0.0,0.14,0.29,0.11,others
0.502,0.488,-12.265,0.0261,0.3,0.128,0.319,0.74,89.279,-0.8658,0.0,0.0,0.05,0.08,0.86,others
0.893,0.798,-6.311,0.127,0.0577,2.43e-06,0.034,0.776,108.355,0.9834,0.0,0.19,0.19,0.19,0.44,others
0.633,0.615,-7.775,0.0371,0.705,0.0,0.366,0.831,132.366,0.9849,0.31,0.0,0.12,0.38,0.19,others
0.349,0.569,-9.512,0.0434,0.11,0.000122,0.0416,0.721,171.354,0.9686,0.38,0.0,0.25,0.25,0.12,others
0.422,0.955,-4.73,0.101,0.0113,0.0458,0.107,0.27,138.038,-0.9684,0.0,0.0,0.0,0.57,0.43,others
0.611,0.578,-14.171,0.0676,0.0598,0.0219,0.0983,0.884,100.625,-0.9525,0.13,0.04,0.3,0.13,0.39,others
0.539,0.599,-10.638,0.0483,0.0375,0.0,0.0754,0.636,167.7,0.996,0.17,0.0,0.25,0.38,0.2,others
0.476,0.381,-10.238,0.0342,0.727,0.0,0.0614,0.33,121.948,-0.99,0.03,0.18,0.3,0.24,0.24,others
0.595,0.379,-12.058,0.0454,0.271,2.81e-05,0.1,0.448,92.006,0.8075,0.0,0.08,0.5,0.0,0.42,others
0.743,0.572,-9.627,0.0493,0.186,1.44e-05,0.163,0.675,122.658,0.9965,0.67,0.0,0.06,0.28,0.0,others
0.519,0.46,-14.53,0.0688,0.823,5.97e-05,0.243,0.675,132.082,0.9837,0.15,0.25,0.1,0.25,0.25,others
0.843,0.48,-11.574,0.0492,0.28,0.000782,0.108,0.762,101.993,0.9482,0.25,0.19,0.25,0.12,0.19,others
0.716,0.85,-9.949,0.0426,0.0631,0.00133,0.189,0.821,125.474,-0.6644,0.17,0.08,0.33,0.08,0.33,others
0.76,0.462,-11.003,0.103,0.621,0.32,0.0758,0.905,146.655,0.986,0.04,0.0,0.04,0.75,0.17,others
0.808,0.85,-8.772,0.0868,0.115,0.000109,0.316,0.717,106.855,0.875,0.0,0.0,0.14,0.09,0.77,others
0.736,0.354,-14.709,0.0475,0.579,0.0103,0.0757,0.62,97.924,0.0807,0.18,0.09,0.45,0.27,0.0,others
0.789,0.494,-13.702,0.0456,0.0923,0.000408,0.144,0.826,104.593,-0.9977,0.0,0.03,0.16,0.19,0.61,others
0.382,0.727,-6.677,0.0861,0.729,0.0,0.196,0.826,207.265,0.9734,0.2,0.07,0.27,0.33,0.13,others
0.713,0.645,-8.404,0.0396,0.249,4.17e-06,0.273,0.961,113.903,0.9978,0.58,0.04,0.0,0.15,0.23,others
0.344,0.769,-9.112,0.0606,0.261,0.000122,0.335,0.923,126.318,0.9743,0.42,0.0,0.0,0.42,0.17,others
0.606,0.486,-13.553,0.041,0.0111,0.00145,0.0757,0.809,87.567,-0.9791,0.62,0.08,0.08,0.08,0.12,others
0.681,0.874,-7.613,0.0285,0.0737,0.296,0.137,0.845,76.126,0.25,0.09,0.0,0.55,0.18,0.18,others
0.398,0.86,-4.574,0.0663,0.00155,0.683,0.154,0.564,138.09,-0.871,0.0,0.0,0.67,0.33,0.0,others
0.498,0.72,-10.533,0.0674,0.14,0.000252,0.38,0.576,121.892,0.9978,0.47,0.05,0.21,0.21,0.05,others
0.562,0.592,-9.694,0.0393,0.33,1.25e-05,0.0882,0.869,99.05,0.9891,0.34,0.21,0.1,0.28,0.07,others
0.578,0.848,-6.842,0.0261,0.0563,0.00426,0.0963,0.779,87.246,0.6913,0.4,0.0,0.13,0.27,0.2,others
0.332,0.371,-9.884,0.0396,0.729,0.00021,0.176,0.375,173.273,0.987,0.39,0.0,0.16,0.16,0.29,others
0.355,0.615,-7.21,0.0314,0.454,0.0,0.0477,0.603,137.19,0.9768,0.25,0.15,0.2,0.2,0.2,others
0.645,0.639,-6.452,0.0342,0.568,4.34e-05,0.326,0.72,95.254,-0.9792,0.21,0.21,0.15,0.42,0.0,others
0.849,0.843,-7.154,0.105,0.209,0.00292,0.0309,0.963,141.926,0.9849,0.69,0.0,0.1,0.07,0.14,others
0.815,0.388,-12.238,0.0364,0.318,8.39e-05,0.0673,0.846,94.558,0.9864,0.37,0.05,0.05,0.47,0.05,others
0.688,0.954,-3.767,0.0323,0.484,0.000688,0.259,0.89,98.111,0.9818,0.12,0.38,0.0,0.0,0.5,others
0.583,0.301,-10.598,0.0243,0.883,0.0,0.334,0.337,79.364,-0.8979,0.24,0.0,0.28,0.48,0.0,others
0.789,0.392,-15.395,0.0345,0.153,0.476,0.0299,0.895,119.0,0.25,0.4,0.1,0.05,0.25,0.2,others
0.583,0.798,-9.716,0.0612,0.113,0.0,0.0513,0.96,85.323,0.9441,0.07,0.14,0.29,0.21,0.29,others
0.617,0.634,-10.982,0.0525,0.317,3.42e-06,0.0747,0.597,88.183,0.3477,0.14,0.14,0.1,0.28,0.34,others
0.37,0.418,-11.305,0.0266,0.303,0.0,0.0832,0.926,177.576,0.9412,0.23,0.05,0.32,0.14,0.27,others
0.563,0.665,-8.161,0.0301,0.322,8.47e-06,0.468,0.732,81.092,0.9371,0.17,0.11,0.28,0.22,0.22,others
0.631,0.713,-7.124,0.0311,0.00204,0.000344,0.414,0.891,130.949,0.9211,0.4,0.0,0.2,0.1,0.3,others
0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383,0.9956,0.53,0.0,0.05,0.0,0.42,others
0.729,0.78,-7.604,0.0631,0.114,0.106,0.0759,0.795,111.833,0.9946,0.5,0.0,0.21,0.14,0.14,others
0.598,0.673,-10.431,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,-0.9845,0.0,0.0,0.18,0.53,0.29,others
0.596,0.58,-9.72,0.0446,0.256,0.0,0.1,0.884,107.182,0.9896,0.29,0.05,0.1,0.29,0.29,others
0.808,0.83,-3.995,0.0283,0.613,0.0112,0.198,0.909,102.8,0.6124,0.0,0.21,0.14,0.64,0.0,others
0.453,0.359,-8.567,0.0247,0.849,3.02e-05,0.137,0.178,76.015,0.9933,0.33,0.14,0.08,0.28,0.17,others
0.714,0.726,-9.218,0.0408,0.0316,0.0,0.066,0.92,124.71,0.5114,0.04,0.04,0.13,0.52,0.26,others
0.564,0.593,-9.245,0.0328,0.732,0.00366,0.343,0.766,120.753,0.9917,0.43,0.07,0.36,0.07,0.07,others
0.681,0.264,-21.861,0.0309,0.833,0.441,0.103,0.692,93.809,0.9819,0.18,0.0,0.36,0.27,0.18,others
0.348,0.393,-9.787,0.03,0.223,0.0,0.151,0.357,132.069,0.967,0.4,0.04,0.16,0.36,0.04,others
0.665,0.859,-4.532,0.0671,0.119,0.0,0.0769,0.639,123.387,0.9964,0.53,0.0,0.03,0.39,0.05,others
0.631,0.563,-12.135,0.0552,0.398,0.0,0.0733,0.947,117.963,-0.4404,0.0,0.2,0.5,0.2,0.1,others
0.623,0.824,-8.971,0.0479,0.0195,0.13,0.0491,0.574,111.356,0.7269,0.03,0.03,0.35,0.0,0.6,others
0.868,0.644,-10.987,0.194,0.159,0.00018,0.901,0.785,97.933,-0.3855,0.22,0.33,0.22,0.11,0.11,others
0.521,0.525,-9.581,0.0463,0.0306,2.2e-05,0.145,0.495,150.392,0.9229,0.0,0.14,0.29,0.43,0.14,others
0.791,0.42,-13.289,0.0832,0.413,0.116,0.111,0.84,93.225,0.9815,0.16,0.0,0.28,0.09,0.47,others
0.593,0.855,-8.421,0.0775,0.336,2.1e-05,0.126,0.648,96.183,0.9979,0.13,0.1,0.16,0.26,0.35,others
0.679,0.802,-7.739,0.0406,0.236,2.33e-06,0.132,0.894,97.375,0.9819,0.2,0.02,0.46,0.2,0.13,others
0.776,0.794,-7.722,0.0723,0.133,2.35e-05,0.689,0.845,109.277,0.8834,0.09,0.0,0.45,0.09,0.36,others
0.352,0.545,-11.939,0.0871,0.309,0.0563,0.106,0.459,189.498,0.9943,0.13,0.04,0.22,0.3,0.3,others
0.554,0.832,-5.166,0.0498,0.13,0.0,0.175,0.64,114.245,0.4767,0.04,0.21,0.12,0.33,0.29,others
0.664,0.634,-6.348,0.0349,0.683,3.34e-05,0.221,0.666,93.914,0.9246,0.21,0.11,0.16,0.21,0.32,others
0.586,0.337,-13.165,0.0347,0.837,0.0,0.628,0.543,133.229,-0.9412,0.16,0.0,0.16,0.32,0.37,others
0.465,0.731,-10.592,0.0724,0.448,0.00112,0.297,0.638,129.684,0.903,0.08,0.0,0.04,0.76,0.12,others
0.708,0.538,-10.28,0.0686,0.256,0.0,0.193,0.651,98.233,0.8921,0.25,0.21,0.08,0.17,0.29,others
0.594,0.906,-5.536,0.0594,0.169,0.00122,0.0778,0.892,104.411,0.8225,0.0,0.0,0.0,0.92,0.08,others
0.705,0.499,-7.969,0.0265,0.409,6.59e-05,0.103,0.391,98.686,-0.882,0.05,0.1,0.3,0.2,0.35,others
0.74,0.752,-6.792,0.031,0.317,0.0,0.269,0.962,126.983,0.9109,0.2,0.8,0.0,0.0,0.0,others
0.567,0.649,-8.215,0.0354,0.445,7.11e-06,0.148,0.87,153.59,0.993,0.23,0.03,0.2,0.31,0.23,others
0.34,0.522,-7.857,0.033,0.506,8.79e-05,0.135,0.375,166.878,0.9911,0.16,0.0,0.16,0.24,0.44,others
0.677,0.696,-9.841,0.0539,0.00912,4.97e-06,0.235,0.721,116.573,0.9866,0.43,0.05,0.24,0.1,0.19,others
0.285,0.265,-12.542,0.0418,0.354,2.76e-06,0.744,0.231,147.194,0.9881,0.42,0.04,0.08,0.12,0.33,others
0.54,0.665,-7.705,0.0361,0.317,0.0,0.235,0.434,102.352,0.6911,0.1,0.0,0.31,0.48,0.1,others
0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,0.989,140.075,-0.5104,0.07,0.0,0.07,0.71,0.14,others
0.676,0.692,-13.093,0.052,0.668,0.00915,0.13,0.799,102.516,0.9969,0.2,0.0,0.27,0.2,0.33,others
0.68,0.877,-10.241,0.0353,0.191,0.000656,0.349,0.922,108.674,0.9905,0.02,0.0,0.94,0.02,0.02,others
0.461,0.499,-10.443,0.0316,0.238,0.0,0.135,0.387,137.687,0.9598,0.57,0.1,0.0,0.1,0.24,others
0.472,0.71,-8.852,0.0599,0.278,1.36e-06,0.103,0.527,120.052,0.8991,0.5,0.06,0.12,0.25,0.06,others
0.776,0.68,-10.088,0.0389,0.179,0.0,0.483,0.962,92.481,-0.9881,0.44,0.0,0.44,0.0,0.11,others
0.387,0.164,-14.617,0.085,0.962,0.0,0.0817,0.409,72.029,0.9858,0.31,0.06,0.22,0.25,0.16,others
0.586,0.552,-11.153,0.0488,0.593,0.00101,0.31,0.732,82.0,0.988,0.15,0.03,0.26,0.44,0.12,others
0.768,0.853,-5.915,0.0427,0.0548,0.13,0.0188,0.889,107.234,0.9337,0.0,0.0,1.0,0.0,0.0,others
0.68,0.608,-12.575,0.0499,0.0729,0.0,0.0911,0.904,137.481,0.9944,0.75,0.06,0.0,0.16,0.03,others
0.611,0.882,-3.18,0.028,0.000588,0.926,0.397,0.895,125.681,-0.9955,0.03,0.0,0.34,0.5,0.12,others
0.671,0.776,-11.414,0.0282,0.137,0.00649,0.394,0.92,112.629,0.9791,0.25,0.0,0.12,0.29,0.33,others
0.639,0.75,-11.794,0.0557,0.324,0.0335,0.282,0.851,107.174,0.9694,0.0,0.0,0.67,0.22,0.11,others
0.625,0.869,-9.467,0.0293,0.0246,0.0626,0.093,0.89,114.223,0.98,0.19,0.12,0.44,0.19,0.06,others
0.714,0.394,-14.748,0.0406,0.116,0.0,0.126,0.667,121.671,0.9894,0.21,0.21,0.0,0.34,0.24,others
0.422,0.486,-9.866,0.0282,0.296,0.0,0.108,0.53,134.587,0.9055,0.26,0.05,0.42,0.16,0.11,others
0.599,0.927,-8.356,0.106,0.126,0.207,0.0441,0.791,110.32,0.0,0.0,0.0,0.0,0.0,0.0,others
0.826,0.406,-14.153,0.0317,0.00719,0.731,0.0725,0.939,100.278,0.0,0.0,0.0,0.0,0.0,0.0,others
0.68,0.665,-13.0,0.0313,0.0188,0.00029,0.056,0.817,113.066,-0.6318,0.0,0.0,0.0,0.8,0.2,others
0.452,0.344,-13.903,0.0315,0.213,0.03,0.115,0.459,90.101,0.9967,0.33,0.19,0.02,0.19,0.28,others
0.561,0.719,-11.333,0.0303,0.21,0.000476,0.428,0.963,137.93,0.9716,0.12,0.06,0.18,0.24,0.41,others
