danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,nltk,Happy,Angry,Surprise,Sad,Fear,primary_genre 
0.719,0.551,-9.124,0.0324,0.529,9.05e-06,0.139,0.829,123.444,0.7348,0.22,0.22,0.11,0.43,0.03,rock
0.799,0.404,-13.597,0.0461,0.11,0.0,0.387,0.893,131.012,0.8226,0.12,0.17,0.29,0.12,0.29,rock
0.921,0.529,-11.974,0.0851,0.0845,0.000779,0.0478,0.724,102.941,0.8307,0.24,0.0,0.19,0.48,0.1,rock
0.521,0.743,-5.903,0.0338,0.249,0.0,0.096,0.451,117.129,0.983,0.28,0.28,0.11,0.11,0.22,rock
0.754,0.927,-2.597,0.0313,0.173,3.22e-06,0.307,0.975,119.494,0.9771,0.12,0.0,0.1,0.15,0.62,rock
0.76,0.556,-8.872,0.0817,0.63,0.0,0.148,0.817,121.818,-0.6329,0.11,0.08,0.28,0.19,0.33,rock
0.721,0.69,-10.533,0.0339,0.189,4.14e-06,0.138,0.684,132.019,-0.5187,0.0,0.29,0.07,0.36,0.29,rock
0.341,0.324,-11.864,0.025,0.13,1.11e-06,0.134,0.321,78.662,0.9937,0.06,0.18,0.06,0.47,0.24,rock
0.64,0.834,-9.413,0.0534,0.278,0.0,0.0459,0.971,173.565,0.9928,0.07,0.09,0.36,0.27,0.22,pop
0.602,0.574,-8.169,0.0278,0.437,0.00415,0.0751,0.486,87.318,0.9538,0.19,0.12,0.08,0.46,0.15,rock
0.627,0.385,-13.655,0.0537,0.334,0.0,0.182,0.766,205.726,0.9942,0.34,0.14,0.31,0.17,0.03,rock
0.641,0.821,-8.783,0.0325,0.274,0.487,0.138,0.705,161.143,0.8725,0.06,0.0,0.06,0.44,0.44,rock
0.701,0.79,-6.16,0.0725,0.301,6.06e-05,0.179,0.421,99.104,0.9985,0.32,0.16,0.06,0.19,0.26,rock
0.573,0.396,-10.927,0.031,0.425,0.267,0.0934,0.149,120.308,-0.8189,0.27,0.14,0.09,0.14,0.36,rock
0.702,0.588,-9.739,0.0321,0.0805,0.0193,0.184,0.728,121.738,0.9811,0.37,0.07,0.11,0.26,0.19,rock
0.555,0.639,-6.832,0.033,0.137,1.99e-05,0.0733,0.518,125.77,0.5241,0.21,0.16,0.26,0.21,0.16,rock
0.488,0.478,-7.178,0.0288,0.691,0.0,0.157,0.371,153.469,0.9761,0.25,0.19,0.06,0.38,0.12,rock
0.77,0.826,-5.007,0.0444,0.123,5.1e-05,0.149,0.819,123.903,0.8481,0.05,0.05,0.09,0.82,0.0,rock
0.389,0.746,-4.353,0.0321,0.000637,0.000322,0.31,0.899,159.876,0.9735,0.11,0.0,0.44,0.22,0.22,rock
0.68,0.826,-4.958,0.0671,0.0683,0.444,0.0861,0.963,158.314,0.978,0.17,0.0,0.06,0.61,0.17,rock
0.607,0.612,-8.666,0.0523,0.408,5.2e-06,0.32,0.272,82.933,-0.0672,0.18,0.06,0.21,0.21,0.33,rock
0.253,0.323,-10.124,0.0268,0.55,1.22e-06,0.253,0.216,152.949,0.9438,0.47,0.0,0.0,0.4,0.13,rock
0.491,0.595,-10.288,0.0291,0.676,0.0,0.475,0.752,89.391,0.9913,0.3,0.0,0.0,0.39,0.3,pop
0.557,0.658,-4.266,0.0527,0.071,0.0253,0.0529,0.807,182.007,0.9489,0.28,0.0,0.04,0.4,0.28,rock
0.53,0.519,-11.626,0.0469,0.514,2.2e-05,0.0751,0.5,73.286,0.9403,0.33,0.04,0.07,0.44,0.11,rock
0.545,0.894,-4.48,0.0956,0.121,0.0,0.0602,0.845,157.668,0.985,0.24,0.18,0.35,0.12,0.12,rock
0.583,0.641,-9.39,0.0334,0.107,1.31e-06,0.0606,0.436,135.013,0.9641,0.11,0.15,0.26,0.3,0.19,rock
0.544,0.667,-9.526,0.0398,0.179,3.94e-06,0.142,0.665,149.944,0.9721,0.62,0.25,0.0,0.12,0.0,rock
0.505,0.898,-7.511,0.0452,0.0635,0.0,0.28,0.859,145.465,0.9889,0.02,0.14,0.68,0.09,0.07,rock
0.513,0.717,-5.382,0.0619,0.0878,0.0,0.105,0.457,123.419,0.8999,0.04,0.12,0.28,0.36,0.2,rock
0.759,0.778,-5.799,0.0372,0.0454,3.58e-06,0.27,0.959,127.528,0.8417,0.12,0.12,0.12,0.65,0.0,rock
0.59,0.868,-5.832,0.048,0.0962,0.000322,0.442,0.798,184.348,0.9918,0.19,0.15,0.04,0.46,0.15,rock
0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,0.9455,0.24,0.17,0.28,0.17,0.14,rock
0.691,0.812,-7.772,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,0.7579,0.05,0.1,0.19,0.29,0.38,rock
0.815,0.438,-14.522,0.0346,0.216,0.000466,0.0787,0.552,108.965,0.965,0.0,0.08,0.38,0.35,0.19,rock
0.41,0.874,-4.286,0.0907,0.197,0.0,0.0843,0.824,107.08,0.5834,0.12,0.29,0.06,0.35,0.18,pop
0.567,0.692,-7.881,0.0379,0.0784,0.0,0.0338,0.708,160.697,0.981,0.0,0.0,0.09,0.73,0.18,rock
0.624,0.306,-11.831,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,0.9615,0.43,0.0,0.09,0.22,0.26,rock
0.743,0.836,-6.465,0.116,0.0804,0.0,0.384,0.82,113.375,0.7979,0.29,0.29,0.05,0.19,0.19,rock
0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379,0.9978,0.44,0.0,0.03,0.23,0.31,rock
0.811,0.41,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,0.9776,0.04,0.0,0.25,0.21,0.5,rock
0.653,0.677,-12.244,0.0396,0.249,0.0,0.403,0.888,114.37,0.0777,0.12,0.12,0.38,0.12,0.25,rock
0.739,0.459,-14.42,0.0294,0.129,0.0194,0.0474,0.892,107.115,0.9925,0.03,0.19,0.06,0.06,0.65,rock
0.622,0.54,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,0.9684,0.38,0.12,0.25,0.12,0.12,rock
0.365,0.513,-13.034,0.0357,0.0208,0.000147,0.205,0.739,80.647,0.7907,0.0,0.2,0.2,0.6,0.0,rock
0.306,0.86,-7.371,0.0534,0.204,0.000146,0.369,0.541,136.265,-0.3163,0.09,0.0,0.09,0.32,0.5,rock
0.459,0.727,-11.777,0.0303,0.00614,0.0652,0.384,0.955,149.231,-0.9899,0.1,0.03,0.19,0.29,0.39,rock
0.797,0.872,-6.727,0.0575,0.291,0.0,0.284,0.866,129.885,-0.8095,0.07,0.0,0.13,0.33,0.47,rock
0.785,0.737,-5.306,0.0363,0.042,0.000107,0.108,0.971,125.447,0.9759,0.12,0.04,0.21,0.46,0.17,rock
0.823,0.417,-12.643,0.032,0.562,0.00098,0.0765,0.522,111.928,-0.9883,0.04,0.04,0.54,0.07,0.32,rock
0.562,0.383,-15.474,0.0304,0.143,0.124,0.138,0.599,93.764,0.0516,0.04,0.12,0.08,0.68,0.08,rock
0.405,0.21,-13.214,0.0279,0.584,0.0,0.139,0.174,100.577,0.9509,0.17,0.12,0.08,0.38,0.25,rock
0.591,0.804,-7.299,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,0.9455,0.13,0.0,0.07,0.07,0.73,rock
0.653,0.666,-7.808,0.0249,0.0508,0.0466,0.139,0.765,128.505,-0.4023,0.25,0.0,0.5,0.0,0.25,rock
0.542,0.91,-8.924,0.0873,0.00228,0.00524,0.0686,0.775,101.774,-0.9482,0.11,0.06,0.06,0.53,0.23,rock
0.717,0.527,-10.779,0.0292,0.567,0.00668,0.0785,0.731,116.288,0.7393,0.22,0.06,0.17,0.17,0.39,rock
0.647,0.896,-5.949,0.0509,0.0709,0.0505,0.0614,0.953,118.729,-0.9516,0.21,0.31,0.07,0.21,0.21,pop
0.744,0.376,-14.996,0.0366,0.0815,0.0,0.108,0.42,100.78,0.8962,0.1,0.24,0.03,0.52,0.1,rock
0.425,0.681,-8.604,0.0316,0.0229,0.000219,0.0543,0.933,131.011,0.9951,0.33,0.04,0.19,0.3,0.15,rock
0.434,0.507,-10.422,0.0358,0.565,0.0,0.161,0.236,115.309,0.9933,0.32,0.0,0.09,0.5,0.09,rock
0.889,0.441,-9.506,0.0379,0.0405,0.000788,0.038,0.963,110.565,-0.9464,0.17,0.08,0.42,0.0,0.33,rock
0.776,0.743,-6.807,0.0289,0.107,0.293,0.149,0.84,131.343,0.8776,0.0,0.08,0.15,0.08,0.69,rock
0.598,0.901,-6.081,0.0359,0.116,0.0401,0.178,0.814,153.24,-0.9217,0.14,0.05,0.05,0.52,0.24,rock
0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,-0.9625,0.13,0.07,0.13,0.67,0.0,rock
0.759,0.563,-8.643,0.0338,0.699,0.619,0.144,0.86,136.67,-0.5009,0.0,0.0,0.4,0.0,0.6,rock
0.731,0.91,-4.559,0.0918,0.11,0.000447,0.313,0.886,120.991,0.9919,0.41,0.0,0.18,0.29,0.12,rock
0.587,0.994,-5.61,0.045,0.155,0.0734,0.0319,0.481,151.941,0.9161,0.11,0.0,0.59,0.11,0.19,rap
0.734,0.485,-13.865,0.0465,0.357,0.00019,0.0401,0.933,95.321,0.2763,0.23,0.15,0.31,0.31,0.0,rock
0.859,0.568,-12.516,0.0387,0.29,0.0,0.31,0.936,129.72,-0.765,0.0,0.05,0.52,0.38,0.05,rock
0.572,0.706,-8.707,0.0283,0.35,0.0,0.159,0.671,113.595,0.8974,0.15,0.05,0.15,0.15,0.5,rock
0.507,0.642,-12.923,0.0323,0.00299,0.606,0.141,0.631,146.154,0.8692,0.3,0.3,0.13,0.22,0.04,pop
0.752,0.548,-10.532,0.0329,0.295,0.115,0.0582,0.658,105.125,-0.5943,0.0,0.0,0.21,0.43,0.36,rock
0.587,0.393,-11.455,0.028,0.225,0.0,0.107,0.271,131.266,0.9902,0.29,0.18,0.16,0.13,0.24,rock
0.547,0.636,-10.948,0.0314,0.0582,0.0,0.249,0.816,114.061,0.9955,0.48,0.05,0.19,0.29,0.0,rock
0.741,0.742,-7.822,0.0269,0.146,1.64e-05,0.106,0.889,116.951,0.5836,0.2,0.1,0.2,0.1,0.4,rock
0.631,0.505,-12.083,0.0903,0.553,0.0,0.137,0.687,90.204,0.9962,0.42,0.1,0.08,0.27,0.12,rock
0.366,0.238,-13.853,0.038,0.646,1e-05,0.0876,0.131,68.377,0.9944,0.4,0.1,0.15,0.15,0.2,rock
0.864,0.826,-5.496,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,0.7144,0.27,0.27,0.07,0.2,0.2,pop
0.671,0.514,-13.561,0.0239,0.0921,1.53e-05,0.137,0.803,100.771,0.8861,0.32,0.08,0.08,0.32,0.2,rock
0.5,0.823,-8.64,0.0264,0.0875,0.0,0.316,0.88,156.79,-0.8689,0.27,0.45,0.18,0.09,0.0,rap
0.708,0.683,-7.768,0.0344,0.00122,0.643,0.121,0.463,123.602,0.979,0.17,0.08,0.17,0.17,0.42,pop
0.537,0.417,-7.209,0.0273,0.695,1.86e-06,0.151,0.256,144.716,0.9552,0.14,0.38,0.0,0.43,0.05,rock
0.532,0.357,-12.947,0.0403,0.551,0.000106,0.0995,0.29,174.277,0.9042,0.23,0.15,0.08,0.38,0.15,rock
0.573,0.806,-10.978,0.0356,0.151,0.0116,0.405,0.934,186.328,0.9579,0.14,0.05,0.14,0.52,0.14,rock
0.579,0.223,-20.208,0.0364,0.0439,0.00232,0.0613,0.532,159.696,0.406,0.14,0.29,0.14,0.14,0.29,rock
0.87,0.299,-13.409,0.248,0.122,0.0514,0.0926,0.933,75.895,0.9852,0.35,0.0,0.35,0.18,0.12,rock
0.736,0.876,-5.894,0.0839,0.182,0.00776,0.119,0.802,125.843,-0.996,0.11,0.0,0.26,0.32,0.32,rock
0.652,0.397,-15.245,0.0385,0.478,0.000946,0.0679,0.858,82.235,-0.6661,0.05,0.05,0.19,0.48,0.24,pop
0.799,0.714,-9.472,0.0421,0.286,0.0,0.145,0.67,123.207,0.1842,0.24,0.0,0.24,0.29,0.24,rock
0.723,0.633,-11.24,0.0357,0.529,0.0,0.0701,0.898,116.95,0.9909,0.0,0.09,0.09,0.53,0.28,rock
0.518,0.229,-17.18,0.027,0.575,0.00363,0.123,0.159,106.665,0.4215,0.07,0.04,0.04,0.82,0.04,rock
0.731,0.347,-16.691,0.0398,0.31,1.29e-05,0.0946,0.855,105.791,0.9769,0.44,0.17,0.11,0.06,0.22,pop
0.377,0.326,-12.515,0.0292,0.249,0.000686,0.111,0.222,163.741,0.9924,0.42,0.0,0.0,0.25,0.33,rock
0.624,0.991,-3.467,0.135,0.0289,0.0107,0.0477,0.535,95.472,0.56,0.04,0.28,0.0,0.12,0.56,pop
0.756,0.773,-6.65,0.0306,0.0848,0.0026,0.0792,0.954,98.384,-0.962,0.1,0.17,0.31,0.17,0.24,rock
0.69,0.837,-8.312,0.0289,0.127,7.2e-06,0.102,0.967,113.817,0.7385,0.07,0.32,0.14,0.14,0.32,rock
0.687,0.649,-6.776,0.0273,0.0381,1.08e-05,0.043,0.641,114.811,0.9967,0.42,0.32,0.21,0.05,0.0,rock
0.775,0.509,-11.356,0.0391,0.55,0.0252,0.0768,0.708,99.972,0.802,0.12,0.15,0.2,0.32,0.22,rock
0.776,0.44,-15.887,0.0613,0.34,0.00704,0.0508,0.606,125.756,0.938,0.24,0.06,0.53,0.12,0.06,pop
0.522,0.744,-8.175,0.0371,0.027,0.682,0.0599,0.333,109.788,0.765,0.0,0.1,0.0,0.4,0.5,rock
0.674,0.913,-5.898,0.0521,0.124,1.06e-05,0.139,0.968,148.891,0.9648,0.25,0.0,0.5,0.17,0.08,pop
0.656,0.756,-6.516,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,-0.7725,0.04,0.12,0.16,0.16,0.52,rock
0.637,0.313,-16.631,0.0338,0.0503,0.00169,0.0864,0.709,115.442,-0.0094,0.07,0.0,0.0,0.64,0.29,rock
0.786,0.517,-14.507,0.0445,0.034,0.546,0.0998,0.958,136.923,0.9928,0.65,0.0,0.06,0.18,0.12,pop
0.188,0.497,-9.778,0.0398,0.216,0.0,0.152,0.527,205.253,0.7468,0.17,0.1,0.07,0.31,0.34,pop
0.656,0.767,-7.562,0.0375,0.0185,0.00165,0.371,0.747,147.347,0.9828,0.46,0.05,0.31,0.03,0.15,rock
0.679,0.609,-9.482,0.0347,0.0957,0.00113,0.0474,0.695,132.467,-0.3578,0.15,0.05,0.3,0.35,0.15,rock
0.513,0.696,-5.517,0.032,0.275,0.000947,0.182,0.591,119.638,0.9793,0.2,0.05,0.03,0.4,0.33,rock
0.7,0.745,-9.061,0.0669,0.192,0.0426,0.266,0.835,115.412,0.9325,0.12,0.25,0.25,0.0,0.38,pop
0.658,0.852,-9.058,0.0493,0.00567,0.000484,0.341,0.73,92.346,0.9382,0.45,0.0,0.1,0.45,0.0,rock
0.634,0.615,-11.145,0.0412,0.0635,5.1e-05,0.0551,0.519,133.601,0.9753,0.06,0.06,0.18,0.41,0.29,rock
0.895,0.753,-9.222,0.0825,0.201,0.0047,0.153,0.589,117.932,-0.9581,0.17,0.04,0.29,0.38,0.12,rock
0.716,0.556,-13.917,0.0406,0.111,0.0076,0.0422,0.8,108.828,0.9908,0.09,0.05,0.05,0.14,0.68,rock
0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,-0.9148,0.14,0.07,0.28,0.34,0.17,rock
0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,0.9595,0.28,0.11,0.17,0.22,0.22,rock
0.62,0.936,-4.593,0.0308,0.0261,0.0,0.0679,0.763,97.527,0.9911,0.32,0.0,0.32,0.05,0.32,rock
0.668,0.73,-7.182,0.0366,0.225,0.0,0.188,0.894,92.049,0.9946,0.53,0.29,0.0,0.12,0.06,rock
0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,0.9042,0.0,0.0,0.0,0.5,0.5,rock
0.71,0.799,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,0.9954,0.29,0.04,0.31,0.27,0.1,rock
0.701,0.944,-2.986,0.0455,0.0755,0.0,0.601,0.792,128.993,0.7626,0.15,0.05,0.3,0.15,0.35,rock
0.431,0.723,-5.887,0.0568,0.145,0.0,0.374,0.19,130.141,-0.8653,0.0,0.12,0.12,0.62,0.12,rock
0.724,0.498,-13.083,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,0.9568,0.2,0.0,0.53,0.07,0.2,rock
0.451,0.962,-3.947,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,0.9775,0.34,0.0,0.14,0.41,0.1,rock
0.601,0.859,-5.263,0.0276,0.000359,0.00124,0.0871,0.446,125.145,0.9074,0.09,0.05,0.27,0.32,0.27,rock
0.917,0.588,-11.047,0.0607,0.195,0.0,0.0914,0.828,110.077,0.8353,0.1,0.1,0.2,0.5,0.1,pop
0.537,0.789,-5.578,0.0549,0.372,2.66e-05,0.138,0.527,123.763,0.8467,0.24,0.42,0.09,0.18,0.06,pop
0.762,0.651,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,0.7316,0.0,0.21,0.29,0.36,0.14,rock
0.543,0.944,-7.495,0.0543,0.402,0.000564,0.0373,0.735,101.174,-0.9352,0.08,0.15,0.08,0.38,0.31,rock
0.409,0.92,-5.439,0.12,0.00719,0.00105,0.0823,0.37,145.085,-0.8807,0.0,0.0,0.7,0.3,0.0,rock
0.654,0.743,-7.44,0.0605,0.0125,0.0272,0.153,0.632,114.846,0.0065,0.08,0.24,0.08,0.44,0.16,rock
0.744,0.798,-5.981,0.0364,0.175,0.00367,0.26,0.89,125.061,-0.9795,0.03,0.0,0.12,0.68,0.18,rock
0.63,0.788,-6.7,0.0298,0.00322,0.0237,0.0883,0.63,120.059,0.9861,0.0,0.14,0.29,0.29,0.29,rock
0.388,0.72,-5.541,0.033,0.202,0.000288,0.283,0.554,141.283,0.9217,0.1,0.0,0.25,0.35,0.3,rock
0.673,0.663,-7.29,0.0269,0.217,0.017,0.177,0.671,120.634,0.9888,0.07,0.19,0.33,0.19,0.22,rock
0.742,0.533,-9.098,0.0288,0.459,0.148,0.064,0.391,97.395,0.9881,0.0,0.18,0.29,0.12,0.41,rock
0.611,0.72,-8.359,0.0259,0.291,0.0,0.356,0.8,128.594,0.9418,0.04,0.38,0.1,0.26,0.22,rock
0.358,0.938,-5.577,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,0.7684,0.14,0.14,0.19,0.1,0.43,rock
0.202,0.644,-5.212,0.0324,0.0979,0.0,0.109,0.252,85.04,0.9656,0.19,0.0,0.33,0.19,0.29,rock
0.602,0.877,-6.606,0.0515,0.000343,0.635,0.0551,0.617,123.679,0.9449,0.36,0.09,0.0,0.45,0.09,rock
0.543,0.227,-11.247,0.0298,0.767,4.29e-05,0.103,0.292,123.548,-0.5106,0.04,0.24,0.16,0.48,0.08,rock
0.512,0.947,-5.659,0.0401,0.000692,0.114,0.0283,0.612,117.461,0.7537,0.06,0.11,0.22,0.44,0.17,rap
0.779,0.87,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,102.689,-0.7741,0.17,0.04,0.17,0.35,0.26,rock
0.596,0.657,-8.784,0.0345,0.235,0.0139,0.102,0.774,175.263,0.5423,0.22,0.0,0.11,0.22,0.44,rock
0.681,0.773,-6.051,0.058,0.181,1.84e-05,0.311,0.547,120.276,0.9846,0.15,0.0,0.46,0.31,0.08,rock
0.706,0.785,-7.666,0.041,0.00802,0.0319,0.195,0.636,105.893,0.6336,0.0,0.12,0.35,0.35,0.18,rock
0.658,0.714,-9.247,0.0519,0.0294,5.7e-05,0.651,0.806,117.283,0.995,0.38,0.0,0.12,0.38,0.12,rock
0.482,0.211,-14.518,0.0318,0.803,1.36e-05,0.154,0.158,116.902,0.9971,0.52,0.0,0.17,0.22,0.09,rock
0.825,0.811,-9.226,0.0524,0.258,0.000276,0.132,0.789,104.28,0.9656,0.29,0.0,0.05,0.38,0.29,pop
0.724,0.802,-6.117,0.0337,0.25,0.0016,0.342,0.729,143.116,0.9926,0.34,0.17,0.1,0.14,0.24,rock
0.822,0.686,-10.456,0.0472,0.115,0.000982,0.0463,0.828,117.743,0.9815,0.17,0.08,0.21,0.25,0.29,rock
0.641,0.796,-8.56,0.0407,0.0137,0.000115,0.358,0.727,123.229,0.9821,0.18,0.06,0.06,0.29,0.41,rock
0.476,0.901,-6.751,0.0975,0.0642,0.158,0.0557,0.109,91.955,0.9398,0.0,0.29,0.29,0.12,0.29,rap
0.813,0.699,-8.656,0.0458,0.0251,0.0135,0.0527,0.732,117.548,0.9933,0.42,0.11,0.11,0.21,0.16,pop
0.646,0.809,-3.99,0.0282,0.0854,0.0,0.0806,0.588,139.2,-0.9174,0.24,0.08,0.0,0.36,0.32,rock
0.711,0.647,-5.225,0.0353,0.17,0.0,0.234,0.504,132.752,0.8968,0.14,0.0,0.07,0.48,0.31,rock
0.663,0.482,-12.093,0.0479,0.186,0.0,0.0521,0.314,144.13,0.9715,0.04,0.21,0.21,0.29,0.25,rock
0.747,0.448,-11.522,0.0345,0.0904,0.000185,0.0631,0.608,127.689,-0.9432,0.0,0.09,0.36,0.36,0.18,rock
0.702,0.871,-6.728,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,-0.9871,0.03,0.05,0.24,0.68,0.0,pop
0.565,0.894,-5.241,0.175,0.00777,0.0,0.49,0.737,182.262,0.9766,0.19,0.07,0.15,0.33,0.26,rock
0.601,0.649,-10.57,0.0554,0.0285,7.71e-05,0.127,0.708,121.66,0.9432,0.24,0.08,0.12,0.36,0.2,rock
0.758,0.638,-13.01,0.0378,0.00486,0.0141,0.0938,0.984,136.502,0.9723,0.07,0.35,0.19,0.09,0.3,pop
0.539,0.306,-15.067,0.0264,0.404,0.0,0.0608,0.0643,102.245,0.9929,0.5,0.0,0.21,0.21,0.07,rock
0.587,0.237,-18.466,0.0272,0.0766,0.0,0.139,0.366,84.764,0.8369,0.0,0.03,0.06,0.53,0.38,rock
0.426,0.9,-4.393,0.047,0.012,0.000735,0.69,0.42,101.492,0.9953,0.18,0.02,0.27,0.13,0.4,rock
0.673,0.526,-15.157,0.0527,0.0391,0.00313,0.0443,0.851,90.67,0.7053,0.28,0.04,0.04,0.44,0.2,rock
0.547,0.243,-16.039,0.0321,0.703,0.0,0.163,0.292,134.077,0.9974,0.31,0.03,0.0,0.17,0.48,rock
0.7,0.618,-4.593,0.0261,0.232,2.65e-05,0.072,0.937,106.061,-0.9468,0.2,0.4,0.1,0.1,0.2,rock
0.615,0.563,-7.585,0.0254,0.283,0.00118,0.117,0.547,105.772,-0.9751,0.0,0.05,0.57,0.19,0.19,rock
0.723,0.633,-11.24,0.0357,0.529,0.0,0.0701,0.898,116.95,0.9565,0.0,0.09,0.09,0.59,0.23,rock
0.638,0.783,-9.455,0.0435,0.00736,0.0447,0.0381,0.637,115.269,0.6908,0.12,0.15,0.04,0.08,0.62,rock
0.746,0.895,-5.381,0.0658,0.102,0.000242,0.0594,0.753,115.693,0.9947,0.15,0.02,0.1,0.59,0.15,rock
0.777,0.456,-12.736,0.033,0.196,3.23e-05,0.0473,0.727,111.981,0.9951,0.54,0.04,0.25,0.08,0.08,rock
0.608,0.737,-7.573,0.0369,0.212,0.000202,0.0995,0.632,164.345,0.8106,0.12,0.0,0.44,0.25,0.19,rock
0.554,0.332,-9.834,0.025,0.774,1.56e-06,0.0932,0.542,99.329,0.9832,0.48,0.14,0.1,0.05,0.24,pop
0.509,0.382,-9.441,0.0351,0.0466,0.0,0.112,0.427,105.764,0.8969,0.11,0.11,0.05,0.53,0.21,rock
0.505,0.843,-3.952,0.0372,0.142,7.34e-05,0.148,0.809,114.076,-0.2394,0.21,0.05,0.11,0.42,0.21,pop
0.736,0.858,-6.054,0.098,0.163,9.97e-05,0.459,0.659,122.974,0.8359,0.21,0.11,0.32,0.21,0.16,pop
0.654,0.773,-9.689,0.0371,0.0574,0.00125,0.316,0.904,114.857,0.9919,0.42,0.0,0.0,0.54,0.04,rock
0.64,0.663,-11.08,0.0267,0.152,1.37e-06,0.116,0.689,113.758,0.6267,0.0,0.17,0.22,0.06,0.56,rock
0.725,0.884,-5.161,0.1,0.036,1.05e-05,0.105,0.364,126.785,0.9075,0.14,0.0,0.14,0.43,0.29,pop
0.748,0.569,-12.975,0.0752,0.459,1.21e-06,0.364,0.967,91.833,0.9914,0.07,0.0,0.41,0.41,0.11,rock
0.423,0.393,-10.008,0.0312,0.673,0.0,0.0917,0.343,126.362,0.9975,0.25,0.0,0.21,0.29,0.25,rock
0.711,0.609,-9.042,0.0764,0.381,1.24e-06,0.204,0.674,118.132,0.9868,0.36,0.07,0.14,0.21,0.21,rock
0.597,0.902,-4.246,0.0355,0.0899,0.0,0.65,0.96,130.674,-0.6334,0.16,0.03,0.48,0.19,0.13,rock
0.556,0.769,-10.536,0.0422,0.289,0.502,0.793,0.635,82.898,0.9968,0.0,0.29,0.33,0.33,0.05,rock
0.571,0.626,-11.31,0.0617,0.696,2.47e-05,0.122,0.565,87.005,-0.8636,0.1,0.03,0.07,0.3,0.5,rock
0.59,0.762,-13.134,0.342,0.201,0.0205,0.912,0.885,119.549,0.8074,0.1,0.0,0.48,0.14,0.29,pop
0.851,0.406,-11.631,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,0.9873,0.34,0.0,0.19,0.44,0.03,rock
0.574,0.628,-8.815,0.036,0.13,0.0,0.271,0.803,153.119,0.9635,0.22,0.0,0.19,0.37,0.22,pop
0.398,0.952,-6.042,0.061,0.000373,7.75e-05,0.1,0.584,122.093,-0.4404,0.04,0.04,0.19,0.62,0.12,rock
0.726,0.449,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,-0.9196,0.0,0.0,0.5,0.19,0.31,rock
0.367,0.452,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,0.8507,0.12,0.62,0.15,0.12,0.0,pop
0.58,0.498,-6.901,0.0277,0.198,0.0,0.132,0.111,116.271,0.5106,0.0,0.12,0.53,0.24,0.12,rock
0.875,0.408,-10.507,0.0376,0.0782,0.000848,0.122,0.774,109.084,0.9975,0.47,0.0,0.44,0.06,0.03,rock
0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,0.9787,0.04,0.26,0.26,0.22,0.22,pop
0.62,0.573,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548,0.6996,0.1,0.1,0.16,0.39,0.26,rock
0.527,0.942,-5.64,0.0366,0.0115,0.0,0.188,0.495,148.723,0.3934,0.09,0.09,0.14,0.36,0.32,rock
0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981,0.904,0.0,0.0,0.56,0.17,0.28,rock
0.611,0.846,-5.9,0.0436,0.00509,0.0,0.0784,0.751,103.912,0.9922,0.35,0.0,0.29,0.06,0.29,rock
0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,-0.7048,0.15,0.08,0.0,0.54,0.23,rock
0.583,0.905,-6.132,0.0733,0.0984,0.00019,0.0593,0.646,173.982,-0.9266,0.04,0.08,0.2,0.44,0.24,rock
0.575,0.555,-7.495,0.0453,0.103,1.3e-06,0.111,0.504,95.361,-0.9757,0.0,0.0,0.11,0.78,0.11,rock
0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,-0.9988,0.02,0.53,0.29,0.15,0.02,pop
0.482,0.617,-12.931,0.0458,0.00543,0.000146,0.284,0.718,125.697,0.9586,0.25,0.06,0.31,0.25,0.12,rock
0.814,0.686,-12.172,0.0342,0.219,0.00382,0.155,0.778,106.679,-0.6955,0.12,0.12,0.31,0.25,0.19,rock
