,id,title,primary_artist,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
0,4UDmDIqJIbrW0hMBQMFOsM,Stayin' Alive,Bee Gees,['Bee Gees'],0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,93
1,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,['Dire Straits'],0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,4,350
2,6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,['Eric Clapton'],0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,225
3,6X1D6qbVmK48uoOD9nIvVV,Grease - From “Grease”,Frankie Valli,['Frankie Valli'],0.821,0.365,9,-12.118,1,0.0676,0.249,0.0,0.0883,0.85,109.638,4,206
4,3qI94hINNNeb4S7xQi18lS,Blame It on the Boogie,The Jacksons,['The Jacksons'],0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,4,214
5,4YOJFyjqh8eAcbKFfv88mV,Y.M.C.A.,Village People,['Village People'],0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,4,287
6,3c4OULLWwgRqBfA2dJtRuY,Love Is In The Air,John Paul Young,['John Paul Young'],0.557,0.791,0,-7.201,1,0.0389,0.0254,0.000269,0.0603,0.89,122.337,4,210
7,0B9x2BRHqj3Qer7biM3pU3,You're The One That I Want - From “Grease”,John Travolta,"['John Travolta', 'Olivia Newton-John']",0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,4,170
8,2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,['Electric Light Orchestra'],0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4,303
9,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,['Kansas'],0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,4,206
10,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,['Bill Withers'],0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,255
11,6JRLFiX9NJSoRRKxowlBYr,Is This Love,Bob Marley & The Wailers,['Bob Marley & The Wailers'],0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,4,232
12,5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,['ABBA'],0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,4,244
13,2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,['Gerry Rafferty'],0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,4,268
14,5BUq9bdtsm3LWw5laJeJ4R,Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,['Olivia Newton-John'],0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,3,185
15,77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,['The Rolling Stones'],0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,4,265
16,2AVkArcfALVk2X8sfPRzya,Summer Nights - From “Grease”,John Travolta,"['John Travolta', 'Olivia Newton-John']",0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,4,217
17,4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?,Rod Stewart,['Rod Stewart'],0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,4,331
18,4ZoBC5MhSEzuknIgAkBaoT,My Life,Billy Joel,['Billy Joel'],0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4,284
19,6Dk5fHTvH897XrVzCO64Mx,What You Won't Do for Love,Bobby Caldwell,['Bobby Caldwell'],0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,4,286
20,5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,Kate Bush,['Kate Bush'],0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,4,269
21,0lIoY4ZQsdn5QzhraM9o9u,Because the Night,Patti Smith,['Patti Smith'],0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,4,205
22,5gOd6zDC8vhlYjqbQdJVWP,Baker Street,Gerry Rafferty,['Gerry Rafferty'],0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,4,366
23,41sGGCCoHI2GLV9qadX80A,Baby Come Back,Player,['Player'],0.646,0.602,5,-10.238,0,0.0758,0.0599,1.7e-05,0.0956,0.543,156.101,4,256
24,3hJLKtTpgct9Y9wKww0BiR,Miss You - Remastered,The Rolling Stones,['The Rolling Stones'],0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,4,289
25,1LOZMYF5s8qhW7Rv4w2gun,Dreadlock Holiday,10cc,['10cc'],0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,4,268
26,78His8pbKjbDQF7aX5asgv,Rivers of Babylon,Boney M.,['Boney M.'],0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,4,261
27,2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,['Joe Walsh'],0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,4,536
28,7Kszjzps0xbQXyo1pO4KfE,Le Freak - 2018 Remaster,CHIC,['CHIC'],0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,331
29,58r4JuwHhXLAkttkaUZfLw,Got to Be Real,Cheryl Lynn,['Cheryl Lynn'],0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,4,308
30,1SRkKyJ2JjMZgyDWC30zKv,My Best Friend's Girl,The Cars,['The Cars'],0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915,4,223
31,4M0m4FUdc4wD2guhUHogLF,Sharing The Night Together,Dr. Hook,['Dr. Hook'],0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,4,175
32,23IJ5wLRhEZ9DOuia5mPiZ,Who Are You,The Who,['The Who'],0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,4,382
33,5jkFvD4UJrmdoezzT1FRoP,Rasputin,Boney M.,['Boney M.'],0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,4,352
34,1Ryxsiacu8pUXIMCVnIQ8J,Still The Same,Bob Seger,['Bob Seger'],0.709,0.767,0,-6.732,1,0.0283,0.405,0.000172,0.0592,0.557,115.64,4,204
35,5d4E1hgkLyb7sXr5J3InnM,You Needed Me,Anne Murray,['Anne Murray'],0.497,0.296,9,-10.756,1,0.0302,0.431,0.0,0.106,0.171,62.204,4,220
36,1BvpeiApX8qhof8Pmi3YlH,New York Groove,Ace Frehley,['Ace Frehley'],0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085,4,184
37,1nAexCn3dPoFSmE7h6P5S7,Sometimes When We Touch,Dan Hill,['Dan Hill'],0.591,0.345,2,-11.007,1,0.0391,0.691,1.87e-06,0.0851,0.264,119.333,4,253
38,2MaLglXXcouyoh03rUROQ2,Peg,Steely Dan,['Steely Dan'],0.797,0.559,0,-11.086,1,0.032,0.0521,0.000232,0.138,0.932,116.97,4,240
39,6xMHglHoafdDFGXS6qfwSH,Hot Blooded,Foreigner,['Foreigner'],0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,4,269
40,3zxklD2EGecZre9MjEEvIU,Blue Bayou,Linda Ronstadt,['Linda Ronstadt'],0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,4,239
41,5VbePtZp1at8gH990zVyTI,Hollywood Nights,Bob Seger,['Bob Seger'],0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,4,303
42,2ph0hzV1kCVhR82E2La4q5,Two Out of Three Ain't Bad,Meat Loaf,['Meat Loaf'],0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,4,324
43,0xAhbD6lCf5re1RXl5yiTm,Sweet Talkin' Woman,Electric Light Orchestra,['Electric Light Orchestra'],0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,4,230
44,7qUTZEf6bgiApJEXpMAH5y,Can't Smile Without You,Barry Manilow,['Barry Manilow'],0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4,193
45,3c6vdiLeV9DUbTMWk5H3se,Goodbye Girl,David Gates,['David Gates'],0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,4,169
46,5ljGmNLjvQZm2hw8cDJXNJ,I Just Wanna Stop,Gino Vannelli,['Gino Vannelli'],0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,4,218
47,0RnCUYXa7jhgTXtiMXF2PQ,You Make Me Feel (Mighty Real),Sylvester,['Sylvester'],0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4,400
48,6DjKJgwe9c90Bd2iya0fre,Can't Stand Losing You,The Police,['The Police'],0.737,0.789,2,-5.299,0,0.3,0.0701,0.000933,0.0518,0.891,141.969,4,179
49,3GVhCuS4BRxCTvVj4Cmc8w,How Much I Feel,Ambrosia,['Ambrosia'],0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,4,283
50,1cAHI9tJN6oHMdG4ghlQKY,Bluer Than Blue,Michael Johnson,['Michael Johnson'],0.356,0.251,8,-14.24,1,0.0307,0.599,0.0,0.157,0.395,137.875,4,180
